CID,Pollutant Name,CasMp,canSMILES_value,Complexity_value,CovalentUnitCount_value,DefinedAtomStereoCount_value,DefinedBondStereoCount_value,ExactMass_value,FormalCharge_value,HBondAcceptor_value,HBondDonor_value,HeavyAtomCount_value,MolecularWeight_value,MonoIsotopicWeight_value,RotatableBond_value,TPSA_value,UndefinedAtomStereoCount_value,UndefinedBondStereoCount_value,FCSP3_value,AtomCount_value,Kappa1_value,Kappa2_value,Kappa3_value,LogP_value,Cartridge_Class_C18 (ODS),Cartridge_Class_C8,Cartridge_Class_C4 / C2 / C1 / C30,Cartridge_Class_Cyclohexyl (CH/CYH),Cartridge_Class_Phenyl (PH),Cartridge_Class_PEP / HRP / DVB,Cartridge_Class_HLB (Hydrophilic-Lipophilic Balance),Cartridge_Class_ENVI-Carb,Cartridge_Class_LiChrolut EN,Cartridge_Class_SDB,Cartridge_Class_XAD,Cartridge_Class_Silica (SI),Cartridge_Class_Alumina,Cartridge_Class_Aminopropyl (NH2),Cartridge_Class_Cyanopropyl (CN),Cartridge_Class_Diol (2OH),Cartridge_Class_Florisil (Magnesium Silicate),Cartridge_Class_FL-PR (Florisil-Polymer Hybrid),Cartridge_Class_Polyamide,"Cartridge_Class_SCX, PRS, BCX, CCX","Cartridge_Class_WCX, CBA, CM","Cartridge_Class_SAX, QMA, QAX","Cartridge_Class_WAX, PSA, DEA","Cartridge_Class_MAX, MCX, AX, CX, Screen-A/C","Cartridge_Class_DPA, Polyimine, Triacetic","Cartridge_Class_Aldehyde, DNPH","Cartridge_Class_DAU, THC","Cartridge_Class_RDX, DBX","Cartridge_Class_Dry, DVB, EPH","Cartridge_Class_PS2, AC2, Carbon Black/PSA",Cartridge_Class_Reversed-Phase+Lipid Remove,Cartridge_Class_Reversed-Phase+Normal Phase,Cartridge_Class_Chelating Resin,Cartridge_Class_Reversed-Phase+SCX,Cartridge_Class_Molecularly Imprinted Columns,Cartridge_Class_Metal Complexation,Cartridge_Class_Covalent Boronate Affinity,Cartridge_Class_QuECHERS,Cartridge_Class_Physical Dispersion and Porous Structure,Cartridge_Class_MWCNT,Cartridge_Class_Unknown,Cartridge_Class_Null Cartridge,Sample loading_labels,Condition_labels,Wash_labels,Elute_labels,Reconstitute_labels
['10047220'],4-[1-[4-(Aminosulfonyl)phenyl]-3-(trifluoromethyl)-1<ital>H</ital>-pyrazol-5-yl]benzoic acid,['1-143-CAS-360904'],C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)C(=O)O,666.0,1,0,0,411.050048828125,0,9,2,28,411.399993896484,411.050048828125,4,124.0,0,0,0.05882352941176471,28,19.57797386504112,6.765185531648837,3.89429044309143,2.9037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[0],"[1, 0]",[2],[1],[1]
['100503'],Monopropyl phthalate,"['1-143-CAS-189595', '1-143-CAS-72997', '1-143-CAS-190919', '1-143-CAS-121046', '1-143-CAS-44079', '1-143-CAS-188705']",CCCOC(=O)C1=CC=CC=C1C(=O)O,237.0,1,0,0,208.07356262207,0,4,1,15,208.210006713867,208.07356262207,5,63.599998474121,0,0,0.2727272727272727,15,11.23598784194529,5.143128759352535,2.80342966184369,1.9516,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[0],"[1, 7, 8, 10, 0]",[],[7],[]
['100528'],Arctiin,"['1-131-CAS-57919', '1-131-CAS-175208', '1-131-CAS-86465']",COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)OC,753.0,1,7,0,534.210083007812,0,11,4,38,534.599975585937,534.210083007812,10,153.0,0,0,0.5185185185185185,38,27.93173155666342,12.18093615648474,5.815452433366298,0.4654999999999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[2],"[1, 0]",[0],[28],[2]
['10052949'],Salvianolic acid H,"['1-101-CAS-343394', '1-131-CAS-185594']",C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)OC(=CC3=CC(=C(C=C3)O)O)C(=O)O)O)O,916.0,1,1,2,538.111145019531,0,12,7,39,538.5,538.111145019531,11,211.0,0,0,0.07407407407407407,39,27.92965505582686,12.05781120079186,7.665116504148851,2.971400000000003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0],[],[0],"[22, 0]","[22, 0]"
['10055958'],Deltorphin I,"['2-114-CAS-38060', '2-138-CAS-182779', '2-138-CAS-184253']",CC(C)C(C(=O)NC(C(C)C)C(=O)NCC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)NC(=O)C(CC2=CC=C(C=C2)O)N,1350.0,1,6,0,768.380615234375,0,11,10,55,768.900024414062,768.380615234375,21,301.0,0,0,0.4594594594594595,55,45.1185255394067,21.60905372701742,15.45603937532222,-1.663199999999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[1, 0]",[0],"[3, 36, 30]","[36, 30]"
['10058590'],<ital>N</ital>-Hexanoyl-<smallcap>L</smallcap>-homoserine lactone,"['2-114-CAS-67804', '2-114-CAS-25708', '2-114-CAS-5135', '1-132-CAS-466970', '2-114-CAS-2259', '2-114-CAS-28197', '2-114-CAS-6827', '2-114-CAS-5638', '2-114-CAS-38874', '2-114-CAS-130057', '2-114-CAS-68003', '2-114-CAS-95719', '2-114-CAS-77978']",CCCCCC(=O)NC1CCOC1=O,215.0,1,1,0,199.120849609375,0,3,1,14,199.25,199.120849609375,5,55.4000015258789,0,0,0.8,14,11.01727975270479,5.624220469168415,3.358498923079408,0.9983999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[20, 4]","[20, 1, 0]","[2, 6, 0]","[20, 5, 1]","[4, 0]"
['10065830'],Methylophiopogonone A,['1-131-CAS-63929'],CC1=C(C(=C2C(=C1O)C(=O)C(=CO2)CC3=CC4=C(C=C3)OCO4)C)O,560.0,1,0,0,340.094696044921,0,6,2,25,340.299987792968,340.094696044921,2,85.1999969482421,0,0,0.2105263157894737,25,15.38192798642965,5.443083983045373,2.292280871524611,3.140540000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0],[],[],"[2, 1, 0]",[1]
['10068142'],Citalopram <ital>N</ital>-oxide,"['1-101-CAS-203441', '1-101-CAS-356465']",C[N+](C)(CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F)[O-],509.0,1,0,0,340.15869140625,0,4,0,25,340.399993896484,340.15869140625,5,51.099998474121,1,0,0.35,25,17.55941929290164,6.565582339095854,3.566011888595479,3.825580000000003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[9, 1, 0]","[9, 2, 0]",[1],[2]
['10076238'],Liquiritin apioside,"['1-101-CAS-2466', '2-114-CAS-191334', '1-101-CAS-231681', '1-131-CAS-29399', '2-114-CAS-187500', '1-101-CAS-13973']",C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)OC5C(C(CO5)(CO)O)O,837.0,1,9,0,550.168640136718,0,13,7,39,550.5,550.168640136718,7,205.0,0,0,0.5,39,27.70689514259261,10.96260642803609,5.327495483946155,-1.257700000000001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[2, 1, 0]","[1, 0]",[0],[1],"[2, 4, 1]"
['10077584'],7-Ethyl-10-[4-<ital>N</ital>-(5-aminopentanoic acid)-1-piperidino]carbonyloxycamptothecin,"['1-101-CAS-168045', '1-101-CAS-193731']",CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)NCCCCC(=O)O,1260.0,1,1,0,618.268981933593,0,10,3,45,618.700012207031,618.268981933593,10,159.0,0,0,0.4848484848484849,45,30.72404792878505,12.2449231619052,5.56759658702036,3.449700000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[0],"[1, 0]",[2],[1],[]
['100781'],Tuberostemonine,"['1-101-CAS-942', '1-101-CAS-82006']",CCC1C2CCCCN3C2C(CC3C4CC(C(=O)O4)C)C5C1OC(=O)C5C,636.0,1,10,0,375.240966796875,0,5,0,27,375.5,375.240966796875,2,55.7999992370605,0,0,0.9090909090909091,27,17.96205747139294,6.46620491814458,2.525878934774576,3.014700000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[1, 0]","[1, 0]",[1],[1]
['10080157'],"32-(4-Nonylphenoxy)-3,6,9,12,15,18,21,24,27,30-decaoxadotriacontan-1-ol",['1-143-CAS-214151'],CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,610.0,1,0,0,704.471069335937,0,12,1,49,704.900024414062,704.471069335937,41,122.0,0,0,0.8378378378378378,49,45.60101723413199,39.36725025592142,34.79500769555636,4.516800000000007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[34],"[1, 0]",[],[1],[12]
['10080980'],Dimethylamphetamine <ital>N</ital>-oxide,"['1-125-CAS-174510', '1-125-CAS-130698']",CC(CC1=CC=CC=C1)[N+](C)(C)[O-],150.0,1,0,0,179.13101196289,0,1,0,13,179.259994506835,179.13101196289,3,18.1000003814697,1,0,0.4545454545454545,13,10.22237232289951,3.898876382158598,3.167786817056052,2.1918,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[1, 0]","[2, 4, 0]",[1],[]
['10081437'],"(3<ital>R</ital>,3a<ital>R</ital>,6<ital>S</ital>,7a<ital>R</ital>)-Tetrahydro-6-hydroxy-3,6-dimethyl-2,5(3<ital>H</ital>,4<ital>H</ital>)-benzofurandione",['1-101-CAS-353646'],CC1C2CC(=O)C(CC2OC1=O)(C)O,299.0,1,4,0,198.089202880859,0,4,1,14,198.220001220703,198.089202880859,0,63.599998474121,0,0,0.8,14,9.647256174236707,2.793877551020408,1.249777596273772,0.2779999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[1, 0]",[0],[4],[4]
['10083'],Pipradrol,"['1-102-CAS-153391', '1-125-CAS-35003', '1-125-CAS-197180', '1-102-CAS-172312', '1-101-CAS-43097', '1-125-CAS-154693', '1-102-CAS-48509']",C1CCNC(C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,274.0,1,0,0,267.162322998046,0,2,2,20,267.399993896484,267.162322998046,3,32.2999992370605,1,0,0.3333333333333333,20,13.34801147131592,5.777019939086617,2.369536569290655,3.064600000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"[9, 19]","[9, 0, 1, 19]","[1, 9, 8, 5, 0]","[20, 1]","[36, 1]"
['10085783'],Simeconazole,"['1-134-CAS-11669', '1-124-CAS-58897', '1-134-CAS-170511', '1-124-CAS-49399', '1-124-CAS-186028', '1-124-CAS-154078', '1-134-CAS-34908', '1-124-CAS-145804', '1-124-CAS-84569', '1-134-CAS-16680', '1-124-CAS-37836', '1-124-CAS-75353', '1-134-CAS-5297', '1-124-CAS-77044', '1-134-CAS-3331', '1-134-CAS-170168', '1-134-CAS-24085', '1-124-CAS-148444', '1-134-CAS-153645', '1-134-CAS-2766', '1-134-CAS-54203', '1-134-CAS-210509', '1-124-CAS-7987', '1-124-CAS-112775', '1-124-CAS-58335', '1-124-CAS-210139', '1-124-CAS-165919']",C[Si](C)(C)CC(CN1C=NC=N1)(C2=CC=C(C=C2)F)O,318.0,1,0,0,293.135955810546,0,4,1,20,293.410003662109,293.135955810546,5,50.9000015258789,1,0,0.4285714285714285,20,14.86728223500848,5.454686798032466,3.737109429427528,2.643200000000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[3, 21, 42, 31]","[31, 1, 3, 10, 0]",[0],"[31, 1, 3, 21, 4]","[2, 21, 3, 1]"
['100880'],"1,3,6,8-Tetrachlorocarbazole","['1-120-CAS-307301', '1-120-CAS-555786', '1-120-CAS-566792', '1-143-CAS-555785', '1-120-CAS-298498', '1-120-CAS-554053', '1-143-CAS-507139', '1-120-CAS-297954', '1-143-CAS-554463', '1-120-CAS-539317', '1-120-CAS-504164']",C1=C(C=C(C2=C1C3=C(N2)C(=CC(=C3)Cl)Cl)Cl)Cl,272.0,1,0,0,304.914672851562,0,0,1,17,305.0,302.917602539062,0,15.8000001907348,0,0,0.0,17,11.48813799621928,3.959214441579051,1.78130330593419,5.934700000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[7, 21, 5, 0]","[5, 1, 0]",[],"[7, 11, 20, 5]",[1]
['10090'],Normethadone,['1-125-CAS-154693'],CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,320.0,1,0,0,295.193603515625,0,2,0,22,295.399993896484,295.193603515625,7,20.2999992370605,0,0,0.35,22,16.44067663126663,7.368463467125425,3.279340479715775,3.903500000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],"[9, 1, 0]","[9, 1]",[20],[36]
['10090750'],Endoxifen,"['1-143-CAS-235393', '1-143-CAS-237424', '1-101-CAS-92307', '1-101-CAS-27097', '1-143-CAS-175203', '1-143-CAS-327169', '1-124-CAS-13254']",CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3,467.0,1,0,1,373.204193115234,0,3,2,28,373.5,373.204193115234,8,41.5,0,0,0.2,28,19.71416707023924,9.76767531839233,4.813690975451465,5.359500000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0],"[2, 12, 1, 0]",[0],[],[36]
['10091655'],<ital>m</ital>-Nisoldipine,['1-101-CAS-51812'],CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC,704.0,1,0,0,388.163421630859,0,7,1,28,388.399993896484,388.163421630859,7,110.0,1,0,0.4,28,21.14360685907083,8.685527401454435,4.385764423683877,3.201800000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],[],[0],[],[]
['10095180'],Kaempferol 7-<ital>O</ital>-glucoside,"['1-124-CAS-544500', '1-131-CAS-249813', '1-101-CAS-78909']",C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,719.0,1,5,0,448.100555419921,0,11,7,32,448.399993896484,448.100555419921,4,186.0,0,0,0.2857142857142857,32,21.86590560259952,8.297053169386382,3.72041056606736,-0.2445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[1, 0]",[0],[1],[1]
['10096344'],Linagliptin,"['1-101-CAS-485977', '1-101-CAS-432191', '1-101-CAS-432988', '1-101-CAS-465166']",CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,885.0,1,1,0,472.233520507812,0,7,1,35,472.5,472.233520507812,4,114.0,0,0,0.4,35,22.80405949258125,8.999246537447146,3.976323702614706,1.147420000000001,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[9, 0]","[1, 0]","[2, 0]",[1],[]
['10098'],Jervine,"['2-141-CAS-6425', '1-124-CAS-423261']",CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5C(=O)C4=C3C)C)O)C)NC1,876.0,1,10,0,425.292999267578,0,4,2,31,425.600006103515,425.292999267578,0,58.599998474121,0,0,0.8148148148148148,31,20.62382093192173,6.773109396700662,2.616764425187161,4.180900000000003,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0],"[1, 0]","[1, 0]","[12, 1]",[]
['101'],3-Hydroxybenzaldehyde,"['1-132-CAS-113413', '1-143-CAS-5763', '1-143-CAS-110206', '1-143-CAS-174767', '2-112-CAS-68152', '1-131-CAS-15625']",C1=CC(=CC(=C1)O)C=O,101.0,1,0,0,122.036781311035,0,2,1,9,122.120002746582,122.036781311035,1,37.2999992370605,0,0,0.0,9,5.820039011703511,2.306763635550359,1.287705031935812,1.2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0],[],[],[3],[]
['10100'],Propoxyphene,"['1-101-CAS-345899', '1-143-CAS-62112', '1-101-CAS-365361', '1-125-CAS-93087', '1-143-CAS-181359', '1-125-CAS-168710', '1-143-CAS-158464', '1-125-CAS-71526', '1-143-CAS-345455', '1-125-CAS-30491', '1-143-CAS-247002', '1-125-CAS-138953', '1-143-CAS-203304', '1-125-CAS-39549', '1-125-CAS-154693', '1-102-CAS-83857', '1-125-CAS-194569', '1-143-CAS-44000', '1-101-CAS-63309', '1-102-CAS-130349', '1-101-CAS-59117', '1-125-CAS-212654', '1-143-CAS-34987', '1-125-CAS-198366', '1-125-CAS-82406', '1-125-CAS-190501', '1-143-CAS-50009', '1-102-CAS-184731', '1-143-CAS-86984', '1-143-CAS-195506', '1-120-CAS-234960', '1-143-CAS-170462', '1-125-CAS-200645', '1-101-CAS-209275', '1-143-CAS-78558', '1-125-CAS-114695', '1-125-CAS-227339', '1-125-CAS-59972']",CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,397.0,1,2,0,339.219818115234,0,3,0,25,339.5,339.219818115234,9,29.5,0,0,0.4090909090909091,25,19.19812843061907,8.816460640135487,4.925366990837758,4.275500000000004,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"[9, 4, 29, 0]","[29, 6, 1, 9, 3, 30, 0]","[6, 22, 1, 2, 8, 9, 5, 10, 30, 0]","[27, 47, 6, 1, 3, 20, 4, 10]","[14, 6, 36, 2, 3, 0]"
['10100752'],Raloxifene 6-glucuronide,"['1-101-CAS-468948', '1-101-CAS-44138', '1-101-CAS-58159']",C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O)C6=CC=C(C=C6)O,1010.0,1,5,0,649.198181152343,0,12,5,46,649.700012207031,649.198181152343,10,195.0,0,0,0.3529411764705883,46,31.92266930571235,13.75360037898159,6.726388756601457,3.640600000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0],"[1, 0]","[2, 0]","[12, 1, 0]",[2]
['10100906'],"Delphinidin 3,5-<ital>O</ital>-diglucoside","['1-131-CAS-531185', '2-105-CAS-268054', '1-124-CAS-240256', '1-131-CAS-530536', '2-105-CAS-268490', '1-131-CAS-530862', '2-105-CAS-266997', '2-105-CAS-150975', '1-131-CAS-530699', '1-131-CAS-553045', '1-124-CAS-310161', '1-124-CAS-500036', '2-105-CAS-266606', '1-124-CAS-499094', '1-131-CAS-530118', '1-124-CAS-65672']",C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O,919.0,1,10,0,627.156127929687,1,16,12,44,627.5,627.156127929687,7,281.0,0,0,0.4444444444444444,44,31.66785566088927,12.32813066054824,5.729048743464328,-2.4393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[2, 0, 22]","[39, 1, 0]","[6, 39, 0]","[2, 1, 22]",[1]
['10101'],Ketobemidone,"['1-125-CAS-154693', '1-102-CAS-209936', '1-125-CAS-200645', '1-125-CAS-164805']",CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,295.0,1,0,0,247.1572265625,0,3,1,18,247.330001831054,247.1572265625,3,40.5,0,0,0.5333333333333333,18,13.09041762633517,5.105224589522321,2.273507805325987,2.334700000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[30],"[9, 1, 0]","[9, 2, 1, 0]","[3, 20, 4]","[2, 36]"
['10104370'],β-Bisabolene,"['2-107-CAS-134268', '1-131-CAS-488339', '1-124-CAS-242086', '1-131-CAS-231996', '2-107-CAS-260672', '2-105-CAS-132153', '2-107-CAS-257520', '2-107-CAS-138156', '2-107-CAS-261421', '2-105-CAS-132189', '1-124-CAS-563926', '2-107-CAS-256572']",CC1=CCC(CC1)C(=C)CCC=C(C)C,274.0,1,1,0,204.187805175781,0,0,0,15,204.350006103515,204.187805175781,4,0.0,0,0,0.6,15,12.29032348804501,5.946714952387036,4.505161896697532,5.035400000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[7],"[5, 1, 0]","[5, 0]","[20, 1]","[5, 1]"
['10104491'],Isofraxetin,"['1-101-CAS-437042', '1-101-CAS-162273']",COC1=C(C(=C2C=CC(=O)OC2=C1)O)O,288.0,1,0,0,208.037170410156,0,5,2,15,208.169998168945,208.037170410156,1,76.0,0,0,0.1,15,9.387539673203536,3.197887032832599,1.375316000153519,1.2128,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[1, 0]","[3, 4]","[2, 1]","[30, 1]"
['10105008'],(+)-Norketamine,['1-143-CAS-501717'],C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N,256.0,1,1,0,223.076385498046,0,2,1,15,223.699996948242,223.076385498046,1,43.099998474121,0,0,0.4166666666666667,15,10.65095107050183,3.950731413547198,1.795061163365476,2.6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0],[1],[],[1],[]
['10105488'],Dinortramadol,"['1-125-CAS-154693', '1-102-CAS-111597']",COC1=CC=CC(=C1)C2(CCCCC2CN)O,246.0,1,2,0,235.1572265625,0,3,2,17,235.320007324218,235.1572265625,3,55.5,0,0,0.5714285714285714,17,12.39831596760007,5.065564537911194,2.30553627891082,2.0317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],"[9, 1, 0]","[9, 1]",[20],[36]
['101056997'],Phyllocactin,"['1-131-CAS-164675', '1-131-CAS-159695']",C1C(NC(=CC1=CC=[N+]2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)C(=O)O)C(=O)O)C(=O)O,1300.0,1,7,0,637.151733398437,1,17,9,45,637.5,637.151733398437,11,290.0,0,1,0.4074074074074074,45,32.86509035298523,13.30391076585212,7.373163522614832,-2.337999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],[],[],[1],[0]
['101059'],Pentabromobenzyl acrylate,"['1-120-CAS-296024', '2-112-CAS-112236', '1-120-CAS-236741']",C=CC(=O)OCC1=C(C(=C(C(=C1Br)Br)Br)Br)Br,282.0,1,0,0,555.616516113281,0,2,0,17,556.700012207031,551.620666503906,4,26.2999992370605,0,0,0.1,17,15.88608524957936,6.840573389179323,3.653365647438396,5.728300000000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[5],[5],[],"[7, 11, 5, 1]",[25]
['101061'],4-Decyl-4′-cyanobiphenyl,['1-143-CAS-267718'],CCCCCCCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,350.0,1,0,0,319.230010986328,0,1,0,24,319.5,319.230010986328,10,23.7999992370605,0,0,0.4347826086956522,24,18.27128024597131,10.65717149120564,6.203557433348891,6.908480000000007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0],"[1, 6]",[],"[7, 46, 6]",[]
['101072'],Ibuprofenamide,"['1-143-CAS-282974', '1-143-CAS-282589']",CC(C)CC1=CC=C(C=C1)C(C)C(=O)N,205.0,1,0,0,205.146667480468,0,1,1,15,205.300003051757,205.146667480468,4,43.099998474121,1,0,0.4615384615384616,15,11.76304601899196,4.964460295417243,3.387630631562938,2.4739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],"[0, 5, 1, 6]",[],[20],[6]
