CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['1-143-CAS-235897'],"(water, null)","(methanol, null); (water, null); (water, null)",,"(dichloromethane+methanol, 0.5)","(methanol, null)"
['1-143-CAS-242256'],"(water, null)","(methanol, null); (water, null); (water, null)","(water, null)",,
['1-143-CAS-311329'],"(hexane, null)",,,"(diethyl ether+hexane, 0.05)","(hexane, null)"
['1-143-CAS-211436'],"(water, null)","(acetone, null); (water, null)","(water, null)","(acetone, null)",
['1-143-CAS-58167'],"(water, null)","(acetone, null); (water, null)","(water, null)","(acetone, null)",
['1-143-CAS-263845'],"(unknown, null)","(ethyl acetate, null); (methanol, null); (water, null); (water, null)",,"(ethyl acetate, null)","(hexane, null)"
['1-143-CAS-239039'],"(water, null)","(methanol, null); (water, null); (water, null)",,"(dichloromethane+methanol, 0.5)","(methanol, null)"
['1-143-CAS-329473'],"(unknown, null); (unknown, null); (unknown, null)","(methanol, null)","(hydrochloric acid, null); (water, null)","(methanol, null)","(water, null)"
['1-143-CAS-180841'],"(hexane, null)","(dichloromethane, null)",,"(methanol, null)",
['1-143-CAS-175881'],"(water, null)",,"(methanol+water, 0.2)","(methanol, null)","(acetonitrile+water, 0.25)"
['1-143-CAS-170359'],,"(isopropanol, null)","(water, null)","(isopropanol, null)",
['1-143-CAS-196866'],"(water, null)","(methanol, null); (water, null)",,"(methanol, null)","(methanol+water, 0.1)"
['1-143-CAS-190064'],"(water, null)","(methanol, null); (water, null)",,"(methanol, null)","(methanol+water, 0.1)"
['1-143-CAS-161340'],"(unknown, null)","(methanol, null); (water, null)","(water, null)","(acetonitrile, null)","(acetonitrile, null)"
['1-143-CAS-156093'],"(water, null)","(acetonitrile, null); (water, null)","(water, null)","(dichloromethane, null)","(acetonitrile, null)"
['1-143-CAS-172496'],"(hexane, null)","(dichloromethane, null)","(toluene, null)","(acetonitrile, null)",
['1-143-CAS-189671'],"(hexane, null)","(dichloromethane, null)",,"(toluene, null)",
['1-143-CAS-159295'],,"(hexane, null); (acetone, null); (methanol, null); (water, null)",,"(acetone, null); (acetone, null); (acetone, null); (acetone, null); (acetone, null)","(ammonium acetate, null)"
['1-143-CAS-163726'],"(hexane, null)","(dichloromethane, null)","(acetonitrile, null)","(acetonitrile, null)",
['1-143-CAS-186969'],"(hexane, null)","(dichloromethane, null)","(dichloromethane, null)","(acetonitrile, null)",
['1-143-CAS-60707'],"(hexane, null)","(dichloromethane, null)","(dichloromethane, null)","(acetonitrile, null)",
['1-143-CAS-188094'],"(hexane, null)","(dichloromethane, null)",,"(acetonitrile, null)",
['1-143-CAS-176781'],"(hexane, null)","(dichloromethane, null)",,"(acetonitrile, null)",
['1-143-CAS-120583'],"(hexane, null)","(dichloromethane, null)",,"(acetonitrile, null)",
['1-143-CAS-131501'],"(water, null)","(ethyl acetate, null); (methanol, null); (water, null)",,"(ethyl acetate, null)","(methanol, null)"
['1-143-CAS-49051'],"(water, null)","(ethyl acetate, null); (methanol, null); (water, null)",,"(ethyl acetate, null)","(methanol, null)"
['1-143-CAS-197360'],,"(acetone, null); (isopropanol, null); (methanol, null); (water, null)",,"(acetonitrile+methanol, 0.667)","(acetonitrile+water, 0.2)"
['1-143-CAS-187608'],,"(acetone, null); (isopropanol, null); (methanol, null); (water, null)",,"(acetonitrile+methanol, 0.667)","(acetonitrile+water, 0.2)"
['1-143-CAS-142619'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.8)","(acetonitrile, null)","(methanol+water, 0.5)"
['1-143-CAS-180466'],"(water, null)","(acetonitrile, null); (water, null)",,"(acetonitrile+water, 0.5); (acetonitrile+water, 0.5); (acetonitrile+water, 0.5)","(water, null)"
['1-143-CAS-165830'],"(water, null)","(methanol, null); (dichloromethane, null); (acetonitrile, null); (water, null)","(unknown, null)","(dichloromethane, null); (acetonitrile, null); (methanol, null)","(acetonitrile+water, 0.6)"
['1-143-CAS-204025'],"(water, null)",,"(water, null)","(methanol, null)",
['1-143-CAS-184861'],"(water, null)","(hexane, null); (methanol, null); (water, null)","(acetonitrile+water, 0.06)","(methanol, null)",
['1-143-CAS-144418'],"(water, null)","(methanol, null); (water, null)","(water, null); (water, null)","(acetonitrile+methanol, 0.0392156862745098); (acetonitrile+methanol, 0.0392156862745098)","(methanol+water, 0.5)"
['1-143-CAS-185056'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-143-CAS-198053'],,"(unknown, 0.2); (water, null)",,"(acetone, null)","(unknown, 0.2)"
['1-143-CAS-136353'],"(hexane, null)","(dichloromethane, null)",,"(tetrahydrofuran, null)",
['1-143-CAS-172479'],"(water, null)","(methanol, null); (water, null)","(water, null)","(ethyl acetate+methanol, 0.5)","(methanol+water, 0.8)"
['1-143-CAS-193019'],"(water, null)","(methanol, null); (water, null)",,"(dichloromethane, null); (methanol, null)","(acetonitrile+water, 0.5)"
['1-143-CAS-167539'],"(unknown, null)","(methanol, null); (water, null)","(methanol+water, 0.05)","(methanol, null); (water, null)",
['1-143-CAS-189104'],"(water, null)","(methanol, null); (methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-143-CAS-134644'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null); (methanol, null)","(ethanol, null)"
['1-143-CAS-193467'],"(water, null)","(acetone, null); (ethyl acetate, null); (methanol, null); (water, null)","(water, null)","(dichloromethane+ethyl acetate, 0.8); (acetone, null)","(methanol, null)"
['1-143-CAS-118409'],"(water, null)","(acetone, null); (ethyl acetate, null); (methanol, null); (water, null)","(water, null)","(dichloromethane+ethyl acetate, 0.8); (acetone, null)","(methanol, null)"
['1-143-CAS-132854'],,"(methanol, null); (water, null)",,"(acetic acid+methanol, 0.9091); (acetic acid+methanol, 0.9091); (acetic acid+methanol, 0.9091)","(methanol, null)"
['1-143-CAS-148417'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.4)","(methanol, null)","(methanol, null)"
['1-143-CAS-153371'],"(water, null)","(ethyl acetate, null); (methanol, null); (water, null)","(methanol+water, 0.83)","(ethyl acetate, null)",
['1-143-CAS-183330'],"(unknown, null)","(methanol, null); (water, null); (water, null)","(methanol+water, 0.05)","(methanol, null)","(unknown, 0.85)"
['1-143-CAS-132555'],"(unknown, null)","(methanol, null); (water, null); (water, null)","(methanol+water, 0.05)","(methanol, null)","(unknown, 0.85)"
['1-143-CAS-195040'],"(water, null)","(methanol, null); (water, null)",,"(dichloromethane, null); (methanol, null)","(acetonitrile+water, 0.5)"
['1-143-CAS-147538'],"(water, null)","(methanol, null); (water, null)",,"(dichloromethane+methanol, 0.5)","(acetonitrile+water, 0.5)"
['1-143-CAS-191198'],"(methanol+water, 0.1); (methanol+water, 0.1)","(methanol, null); (water, null)","(methanol+water, 0.1)","(acetic acid+methanol, 0.02)","(methanol, null)"
['1-143-CAS-169166'],,"(methanol, null); (water, null); (water, null)","(water, null); (methanol+water, 0.1)","(methanol, null)","(acetonitrile+water, 0.2)"
['1-143-CAS-142451'],"(water, null)","(methanol, null); (water, null); (unknown, null); (water, null)",,"(acetonitrile+water, 0.1)",
['1-143-CAS-190678'],"(water, null)","(methanol, null); (water, null); (water, null); (water, null)","(water, null)","(methanol, null)","(water, null)"
['1-143-CAS-131384'],"(water, null)","(methanol, null); (water, null); (unknown, null); (water, null)",,"(acetonitrile+water, 0.1)",
['1-143-CAS-155379'],"(water, null); (water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null); (methanol, null)","(methanol+water, 0.1)"
['1-143-CAS-98448'],"(water, null); (water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null); (methanol, null)","(methanol+water, 0.1)"
['1-143-CAS-161685'],"(nitric acid, null)","(acetone, null); (water, null)","(water, null)",,
['1-143-CAS-149299'],"(water, null)","(methanol, null); (water, null); (unknown, null); (water, null)",,"(acetonitrile+water, 0.1)",
['1-143-CAS-147217'],"(water, null)","(methanol, null); (water, null); (water, null); (water, null)",,"(acetonitrile+water, 0.1)",
['1-143-CAS-165901'],"(unknown, null)","(methanol, null); (water, null)","(water, null)","(toluene, null)","(methanol, null)"
['1-143-CAS-152101'],"(water, null)","(acetonitrile, null); (acetonitrile+water, 0.3)",,"(dichloromethane, null)","(acetonitrile, null)"
['1-139-CAS-153844'],"(acetone+petroleum ether, 0.9)","(acetone+petroleum ether, 0.9)","(acetone+petroleum ether, 0.9); (acetone+petroleum ether, 0.8)","(acetone+petroleum ether, 0.6)","(methanol, null)"
['1-143-CAS-102169'],"(hexane, null)","(dichloromethane, null)","(methanol, null)","(acetonitrile, null)",
['1-143-CAS-103210'],"(hexane, null)","(dichloromethane, null)","(tetrahydrofuran, null)","(acetonitrile, null)",
['1-143-CAS-119198'],"(water, null)","(methanol, null); (water, null)",,"(dichloromethane+methanol, 0.5)","(acetonitrile+water, 0.5)"
['1-142-CAS-153050'],"(water, null)",,"(water, null)","(hydrochloric acid, null)",
['1-143-CAS-120459'],"(water, null)","(methanol, null); (water, null)","(water, null)","(ethyl acetate+methanol, 0.5)","(unknown, null)"
['1-143-CAS-106198'],"(hexane, null)","(dichloromethane, null)",,"(hexane, null)",
['1-143-CAS-113647'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.8)","(acetonitrile, null)","(methanol+water, 0.5)"
['1-134-CAS-331341'],"(water, null)","(water, null); (methanol, null)",,"(acetone, null)",
['1-143-CAS-125575'],"(water, null)","(methanol, null); (water, null)","(water, null)","(acetone, null)","(methanol+water, 0.5)"
['1-134-CAS-211036'],"(dichloromethane+hexane, 0.5)","(dichloromethane, null)",,"(dichloromethane+hexane, 0.1)","(acetonitrile, null)"
['1-134-CAS-83881'],"(dichloromethane+hexane, 0.5)","(dichloromethane, null)",,"(dichloromethane+hexane, 0.1)","(acetonitrile, null)"
['1-143-CAS-104423'],"(unknown, null)","(water, null)","(water, null)","(nitric acid+water, null)",
['1-124-CAS-163972'],"(unknown, null)","(water, null)","(water, null)","(nitric acid+water, null)",
['1-119-CAS-187083'],"(unknown, null)","(water, null)","(water, null)","(nitric acid+water, null)",
['1-119-CAS-99428'],"(unknown, null)","(water, null)","(water, null)","(nitric acid+water, null)",
['1-142-CAS-246080'],"(unknown, null)",,"(water, null)","(ethanol, null)",
['1-143-CAS-125190'],"(water, null)",,,"(methanol, null)","(ammonium acetate, null)"
['1-134-CAS-243522'],"(hexane+toluene, 0.9)",,,"(hexane+toluene, 0.8)","(unknown, null)"
['1-143-CAS-128903'],"(unknown, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-143-CAS-79973'],"(unknown, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-135-CAS-228196'],"(hexane, null)",,"(hexane, null)",,"(acetic acid, null)"
['1-137-CAS-162160'],"(water, null)","(dichloromethane, null); (methanol, null); (water, null)","(water, null)","(dichloromethane+methanol, 0.7)","(methanol+water, 0.8)"
['1-134-CAS-244146'],,"(methanol, null); (methanol, null); (water, null)",,"(methanol, null); (methanol, null); (methanol, null)","(methanol, null)"
['1-134-CAS-328715'],"(hexane, null)",,,"(ethyl acetate+hexane, 0.06)","(methanol+water, 0.9)"
['1-134-CAS-328533'],"(hexane, null)",,,"(ethyl acetate+hexane, 0.06)","(methanol+water, 0.9)"
['1-134-CAS-328458'],"(hexane, null)",,,"(ethyl acetate+hexane, 0.06)","(methanol+water, 0.9)"
['1-134-CAS-328091'],"(hexane, null)",,,"(ethyl acetate+hexane, 0.06)","(methanol+water, 0.9)"
['1-134-CAS-327378'],"(hexane, null)",,,"(ethyl acetate+hexane, 0.06)","(methanol+water, 0.9)"
['1-134-CAS-326638'],"(hexane, null)",,,"(ethyl acetate+hexane, 0.06)","(methanol+water, 0.9)"
['1-139-CAS-171309'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(acetonitrile+oxalic acid, 0.2)"
['1-139-CAS-27025'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(acetonitrile+oxalic acid, 0.2)"
['1-134-CAS-310615'],"(acetone+petroleum ether, 0.1)","(petroleum ether, null)",,,"(hexane, null)"
['1-134-CAS-307352'],"(acetone+petroleum ether, 0.1)","(petroleum ether, null)",,,"(hexane, null)"
['1-134-CAS-205500'],,"(acetonitrile, null); (water, null)","(acetonitrile+water, 0.05)","(acetonitrile, null)",
['1-143-CAS-104107'],,"(methanol, null); (water, null)",,"(acetonitrile+methanol, 0.667)","(acetonitrile+water, 0.2)"
['1-143-CAS-43970'],,"(methanol, null); (water, null)",,"(acetonitrile+methanol, 0.667)","(acetonitrile+water, 0.2)"
['1-142-CAS-152450'],"(water, null)",,"(nitric acid, null)","(nitric acid, null)",
['1-139-CAS-134885'],"(methanol+water, 0.8333333333333334); (acetonitrile, null)","(methanol, null); (water, null)",,"(methanol, null); (ethyl acetate, null)","(methanol+water, 0.8)"
['1-143-CAS-127591'],"(water, null)","(methanol, null); (water, null); (unknown, null); (water, null)",,"(acetonitrile+water, 0.1)",
['1-139-CAS-328352'],"(unknown, 0.6666666666666666)","(methanol, null); (unknown, null)","(dichloromethane, null); (methanol+water, 0.05); (water, null)",,"(methanol, null)"
['1-134-CAS-246417'],"(water, null)","(acetonitrile, null); (acetonitrile, null); (water, null)","(water, null); (water, null)","(dichloromethane, null); (acetone+cyclohexane, 0.8); (acetone+cyclohexane, 0.8)",
['1-135-CAS-213497'],,"(acetonitrile, null)","(methanol, null); (acetone, null)","(hexane+isopropanol, 0.2857)",
['1-143-CAS-116367'],"(acetonitrile+water, 0.3)","(dichloromethane, null); (acetonitrile, null); (water, null)","(methanol+water, 0.6666666666666666)","(dichloromethane, null); (dichloromethane, null); (dichloromethane, null); (dichloromethane, null); (dichloromethane, null); (dichloromethane, null)","(acetonitrile+dichloromethane, 0.75)"
['1-143-CAS-125790'],"(methanol+water, 0.8)","(methanol, null); (methanol, null); (methanol, null); (water, null); (methanol, null); (methanol, null); (methanol, null); (water, null)","(methanol+water, 0.5)","(methanol, null); (methanol, null)","(methanol+water, 0.5)"
['1-135-CAS-433188'],,"(unknown, null)","(dichloromethane, null); (dichloromethane+ethanol, 0.833)","(dichloromethane, 0.95); (dichloromethane, 0.5); (dichloromethane, null)","(unknown, null)"
['1-139-CAS-331730'],"(isopropanol+phosphate, null)","(dichloromethane+diethyl ether, 0.8); (acetone, null)",,"(dichloromethane+diethyl ether, 0.8); (dichloromethane+diethyl ether, 0.8); (dichloromethane+diethyl ether, 0.8)","(dichloromethane+diethyl ether, 0.8)"
['1-135-CAS-128659'],"(acetonitrile, null)","(methanol, null); (unknown, 0.5); (hydrochloric acid, null)",,"(unknown, 0.5); (hydrochloric acid, null); (methanol, 0.95)","(methanol, null)"
['1-132-CAS-176282'],"(unknown, null)",,,"(water, null); (methanol, null)","(methanol, null)"
['1-132-CAS-174053'],"(water, null)","(methanol, null); (water, null)","(water, null)","(acetonitrile, null)",
['1-132-CAS-210006'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null)","(methanol, null)",
['1-132-CAS-160621'],"(water, null)","(methanol, null); (water, null)","(water, null)","(ethanol, null)",
['1-132-CAS-143776'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null)","(methanol, null)",
['1-132-CAS-163766'],"(water, null)","(methanol, null); (unknown, null)","(unknown, null)","(acetonitrile, null)",
['1-132-CAS-195314'],"(unknown, null)",,,"(water, null); (methanol, null)","(methanol, null)"
['1-134-CAS-131721'],,"(acetonitrile+toluene, 0.75)",,"(acetonitrile+toluene, 0.75)","(acetonitrile+formic acid, 0.949748743718593)"
['1-134-CAS-182827'],,"(acetonitrile+toluene, 0.75)",,"(acetonitrile+toluene, 0.75)","(acetonitrile+formic acid, 0.949748743718593)"
['1-132-CAS-185177'],"(unknown, null)","(ethyl acetate, null); (methanol, null); (water, null)","(water, null)","(acetonitrile, null)",
['1-132-CAS-72830'],"(unknown, null)","(ethyl acetate, null); (methanol, null); (water, null)","(water, null)","(acetonitrile, null)",
['1-132-CAS-64716'],"(unknown, null)","(ethyl acetate, null); (methanol, null); (water, null)","(water, null)","(acetonitrile, null)",
['1-132-CAS-315411'],,"(ethanol, null); (methanol, null)",,"(acetonitrile, null)","(water, null)"
['1-132-CAS-315381'],,"(ethanol, null); (methanol, null)",,"(methanol, null)","(water, null)"
['1-132-CAS-158208'],"(water, null)","(methanol, null); (water, null)","(water, null)","(acetone, null)","(dichloromethane, null)"
['1-132-CAS-236558'],"(methanol+water, 0.85)","(acetic acid+methanol, 0.9); (methanol+water, 0.85)","(methanol+water, 0.85); (methanol+water, 0.75); (methanol+water, 0.7); (methanol+water, 0.5)","(acetonitrile, null)",
['1-132-CAS-220731'],"(water, null)","(methanol, null); (water, null)",,"(water, null)",
