CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['1-124-CAS-458183'],"(water, null)","(methanol, null); (water, null); (methanol, null); (water, null)","(water, null)",,
['1-124-CAS-457819'],"(water, null)","(methanol, null); (water, null); (methanol, null); (water, null)","(water, null)",,
['1-124-CAS-469573'],"(hexane, null)","(methanol, null); (acetonitrile, null); (dichloromethane, null); (hexane, null)","(hexane, null); (dichloromethane+hexane, 0.95)","(acetone+acetonitrile, 0.6); (dichloromethane+hexane, 0.3333333333333333)","(dichloromethane, null)"
['1-124-CAS-467332'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.05)","(methanol+sodium hydroxide, 0.01)","(hydrochloric acid+water, null)"
['1-124-CAS-458482'],"(unknown, null)",,"(water, null)","(dichloromethane, null)",
['1-124-CAS-449917'],"(unknown, null)","(methanol, null); (water, null)","(water, null)","(dichloromethane+methanol, 0.6667000000000001)","(methanol, null)"
['1-124-CAS-460310'],"(unknown, null)","(methanol, null); (ethanol+water, 0.1)","(water, null)","(acetic acid+methanol, 0.9)",
['1-124-CAS-456114'],"(water, null)",,"(water, null)","(methanol, null)","(unknown, null)"
['1-124-CAS-447566'],"(dichloromethane+methanol, 0.01)","(dichloromethane, null)",,"(dichloromethane+methanol, 0.01)","(acetonitrile, null)"
['1-124-CAS-458010'],"(unknown, null)","(methanol, null); (water, null)","(water, null)",,
['1-124-CAS-461841'],,,"(water, null)","(acetic acid+methanol, 0.01)","(unknown, null)"
['1-124-CAS-462735'],"(acetone+water, 0.75)","(methanol, null); (water, null)","(acetone+water, 0.2)","(acetonitrile, null)",
['1-124-CAS-455419'],,"(methanol, null); (water, null)","(water, null); (methanol, null)","(ammonium hydroxide+methanol, 0.9)","(unknown, null)"
['1-124-CAS-451585'],,"(methanol, null); (water, null)","(water, null)","(acetic acid+acetonitrile, 0.05)","(acetic acid+acetonitrile, 0.05)"
['1-124-CAS-450138'],,"(methanol, null); (water, null)","(water, null)","(citric acid+sodium phosphate, null)",
['1-124-CAS-453655'],,"(methanol, null); (methanol, null); (water, null)","(water, null); (ammonium acetate, null); (methanol, null)","(methanol, null)",
['1-124-CAS-453328'],,"(methanol, null); (methanol, null); (water, null)","(water, null); (ammonium acetate, null); (methanol, null)","(methanol, null)",
['1-124-CAS-451432'],,"(methanol, null); (methanol, null); (water, null)","(water, null); (ammonium acetate, null); (methanol, null)","(methanol, null)",
['1-124-CAS-454538'],,"(methanol, null); (water, null)","(water, null)","(sodium acetate+tetrahydrofuran, 0.95)",
['1-124-CAS-458301'],"(unknown, null)","(methanol, null); (ethanol+water, 0.12)","(unknown, null)","(acetonitrile+methanol, 0.8)",
['1-124-CAS-461629'],"(water, null)","(methanol, null); (water, null)","(methanol, null)","(methanol, null)","(acetonitrile, null)"
['1-124-CAS-448427'],"(phosphate, null)",,"(water, null); (methanol+water, 0.25)","(methanol, null)","(methanol, null)"
['1-124-CAS-461044'],"(hexane, null)","(dichloromethane+hexane, 0.6667000000000001); (hexane, null)","(hexane, null)","(dichloromethane+hexane, 0.6667000000000001)",
['1-124-CAS-456881'],"(hexane, null)","(dichloromethane+hexane, 0.6667000000000001); (hexane, null)","(hexane, null)","(dichloromethane+hexane, 0.6667000000000001)",
['1-124-CAS-447789'],"(acetone+water, 0.7)","(methanol, null); (water, null)",,"(water, null)",
['1-124-CAS-453136'],"(water, null)","(acetonitrile, null); (acetonitrile, null); (acetonitrile, null); (acetonitrile+water, 0.5); (water, null); (water, null); (water, null)","(water, null); (water, null)","(acetonitrile+ammonium formate, 0.6); (acetonitrile+ammonium formate, 0.6); (acetonitrile+ammonium formate, 0.6)","(unknown, null)"
['1-124-CAS-450252'],"(acetone+water, 0.7)","(methanol, null); (water, null)",,"(water, null)",
['1-124-CAS-451015'],,"(methanol, null)",,"(water, null)","(water, null)"
['1-124-CAS-456808'],"(acetonitrile+water, 0.0909)","(methanol, null); (methanol, null); (water, null)","(water, null); (water, null)","(methanol, null); (methanol, null)",
['1-124-CAS-454100'],"(unknown, null)","(methanol+water, 0.2); (acetonitrile, null); (water, null)","(methanol+water, 0.2); (methanol+water, 0.2); (methanol+water, 0.2)","(acetonitrile+water, 0.7)",
['1-124-CAS-453758'],"(water, null)","(methanol, null); (acetonitrile, null); (water, null)",,"(acetonitrile, null)","(unknown, null)"
['1-124-CAS-459257'],"(phosphate, null)","(methanol, null); (water, null)","(methanol+water, 0.8)","(ammonium hydroxide+methanol, 0.05)","(phosphate, null)"
['1-124-CAS-453734'],"(acetonitrile+water, 0.09090909090909091)","(methanol, null); (methanol, null); (water, null)","(water, null); (water, null)","(methanol, null); (methanol, null)",
['1-124-CAS-448232'],"(unknown, null)","(acetone+methanol, 0.5)","(water, null)","(acetone+methanol, null)",
['1-124-CAS-450751'],"(water, 0.5)","(acetonitrile, null); (water, null)","(water, null)","(acetonitrile, null)",
['1-124-CAS-462440'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol, null)","(methanol, null)","(acetonitrile, null)"
['1-124-CAS-462320'],"(acetone+acetonitrile, 0.4); (cyclohexane, null); (acetone+acetonitrile, 0.4); (hexane, null); (dichloromethane+hexane, 0.25)","(methanol, null); (acetonitrile, null); (dichloromethane, null); (hexane, null)","(acetone+acetonitrile, null); (dichloromethane+hexane, 0.25)",,"(acetonitrile, null)"
['1-124-CAS-459274'],"(methanol, null); (methanol, null)",,"(unknown, null)","(methanol, null); (methanol, null)","(unknown, null)"
['1-124-CAS-454738'],,"(acetonitrile, null); (acetonitrile, null)",,"(acetonitrile, null); (acetonitrile, null); (acetonitrile, null); (acetonitrile, null)","(unknown, null)"
['1-124-CAS-456292'],"(water, null); (water, null)","(methanol, null); (water, null); (methanol, null); (water, null)","(water, null); (water, null)","(water, null); (methanol+water, 0.6)",
['1-124-CAS-452104'],"(water, null); (water, null)","(methanol, null); (water, null); (methanol, null); (water, null)","(water, null); (water, null)","(water, null); (methanol+water, 0.6)",
['1-124-CAS-451453'],"(water, null); (water, null)","(methanol, null); (water, null); (methanol, null); (water, null)","(water, null); (water, null)","(water, null); (methanol+water, 0.6)",
['1-124-CAS-451392'],"(water, null); (water, null)","(methanol, null); (water, null); (methanol, null); (water, null)","(water, null); (water, null)","(water, null); (methanol+water, 0.6)",
['1-124-CAS-456347'],"(methanol, 0.2)",,,"(methanol, null)","(acetonitrile+formic acid, 0.5)"
['1-120-CAS-488095'],"(dichloromethane, null); (hexane, null); (hexane, null)",,,"(dichloromethane, null)","(unknown, null)"
['1-120-CAS-466094'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol+water, 0.5)"
['1-120-CAS-460238'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol+water, 0.5)"
['1-120-CAS-474276'],"(hexane, null)","(hexane, null)",,"(dichloromethane, null)","(methanol, null)"
['1-120-CAS-472848'],"(hexane, null)","(ethyl acetate, null); (hexane, null)","(hexane, null)","(ethyl acetate, null)","(methanol, null)"
['1-120-CAS-469538'],"(water, null)",,"(methanol+water, 0.05)","(acetic acid+methanol, 0.94)",
['1-120-CAS-473801'],"(acetone+hexane, 0.5)","(hexane, null)",,"(dichloromethane+hexane, 0.6)","(acetone+hexane, 0.9)"
['1-120-CAS-532695'],"(water, null)","(methanol, null); (water, null)",,"(methanol+water, 0.2); (methanol, null); (acetone+methanol, 0.5)","(unknown, null)"
['1-120-CAS-468762'],"(water, null)","(methanol, null); (water, null)",,"(methanol+water, 0.2); (methanol, null); (acetone+methanol, 0.5)","(unknown, null)"
['1-120-CAS-477466'],"(methanol+water, 0.05); (methanol+water, 0.05)","(methanol, null); (water, null)",,"(ethyl acetate, null)","(methanol, null)"
['1-120-CAS-472861'],"(unknown, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-122-CAS-474527'],"(diethyl ether, null); (diethyl ether, null)","(diethyl ether, null)",,"(diethyl ether, null)","(hexane, null)"
['1-120-CAS-489819'],"(methanol, null)","(methanol, null)",,"(methanol, null)","(methanol, null)"
['1-120-CAS-461570'],,"(methanol, null); (water, null)","(methanol+water, 0.2); (water, null)","(methanol, null)",
['1-120-CAS-474551'],"(water, null)","(dichloromethane, null); (methanol, null); (water, null)","(water, null)","(dichloromethane+methanol, 0.5); (dichloromethane+methanol, 0.5)",
['1-120-CAS-469868'],"(water, null)","(dichloromethane, null); (methanol, null); (water, null)","(water, null)","(dichloromethane+methanol, 0.5); (dichloromethane+methanol, 0.5)",
['1-124-CAS-445878'],"(methanol+water, 0.9)","(dichloromethane, null); (methanol, null); (water, null)",,"(dichloromethane+methanol, 0.4)","(methanol+water, 0.2)"
['1-120-CAS-471825'],"(acetone+hexane, 0.5)","(hexane, null)",,"(acetone+hexane, 0.9)",
['1-121-CAS-489143'],"(unknown, null)","(ethanol+water, 0.5)",,"(acetonitrile, null)",
['1-120-CAS-467525'],"(ethyl acetate+hexane, 0.5)","(ethyl acetate+hexane, 0.5)","(hexane, null)","(ethyl acetate, null)","(hexane, null)"
['1-120-CAS-491032'],"(water, null)","(methanol, null); (water, null)",,"(methanol, null)","(water, null)"
['1-120-CAS-456143'],"(water, null)","(ethyl acetate, null); (methanol, null); (water, null)",,"(ethyl acetate, null); (ethyl acetate, null)","(hexane, null)"
['1-120-CAS-493266'],,"(hexane, null)",,"(hexane, null)","(hexane, null)"
['1-122-CAS-449954'],"(water, null)","(ethyl acetate, null); (methanol, null); (methanol+water, 0.05)","(methanol+water, 0.05); (methanol+water, 0.05)","(methanol, null); (ethyl acetate, null)","(methanol, null)"
['1-120-CAS-491909'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(unknown, null)"
['1-120-CAS-484340'],"(water, null)","(ethyl acetate, null); (methanol, null); (water, null)","(ethyl acetate, null); (ethyl acetate, null)",,"(methanol, null)"
['1-120-CAS-507058'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (water, null)","(methanol, null); (acetone+methanol, 0.5)","(methanol, null)"
['1-122-CAS-471363'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol, null)","(methanol, null)","(water, null)"
['1-122-CAS-532359'],"(hexane, null); (hexane, null); (hexane, null)",,,"(hexane, null); (chloroform+isopropanol, 0.6667000000000001); (diethyl ether, null)","(hexane, null)"
['1-120-CAS-475169'],,"(water, null); (water, null)","(water, null); (water, null)","(water, null)","(water, null)"
['1-120-CAS-475129'],"(ammonia+water, 0.92)","(methanol, null); (water, null)",,"(acetonitrile+phosphoric acid, 0.8333333333333334)",
['1-120-CAS-472947'],"(acetone+methanol, null)","(methanol, null); (water, null)","(methanol+water, 0.95)","(methanol, null); (acetone+methanol, 0.5)","(methanol, null)"
['1-120-CAS-471795'],"(acetone+methanol, null)","(methanol, null); (water, null)","(methanol+water, 0.95)","(methanol, null); (acetone+methanol, 0.5)","(methanol, null)"
['1-120-CAS-486184'],"(water, null)",,,"(methanol, null)","(methanol+water, 0.4)"
['1-124-CAS-445973'],"(water, null)","(methanol, null); (water, null)","(water, null); (water, null)","(acetonitrile+water, 0.5)","(water, null)"
['1-120-CAS-465543'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-120-CAS-463499'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-120-CAS-478889'],"(methanol+water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol+water, 0.5)"
['1-122-CAS-449954'],"(chloroform, null)","(methanol, null); (water, null); (water, null); (hexane, null)","(diethyl ether, null)","(hexane, null); (chloroform+isopropanol, 0.9523809523809523); (chloroform+isopropanol, 0.6666666666666666); (acetic acid+methanol, 0.1)","(toluene, null)"
['1-122-CAS-448328'],"(chloroform, null)","(methanol, null); (water, null); (water, null); (hexane, null)","(diethyl ether, null)","(hexane, null); (chloroform+isopropanol, 0.9523809523809523); (chloroform+isopropanol, 0.6666666666666666); (acetic acid+methanol, 0.1)","(toluene, null)"
['1-120-CAS-461276'],,"(acetone, null); (acetonitrile, null); (acetone+ethyl acetate, 0.8)","(acetone+ethyl acetate, 0.8)","(acetone+ethyl acetate, 0.8)","(unknown, null)"
['1-120-CAS-460766'],,"(acetone, null); (acetonitrile, null); (acetone+ethyl acetate, 0.8)","(acetone+ethyl acetate, 0.8)","(acetone+ethyl acetate, 0.8)","(unknown, null)"
['1-120-CAS-474020'],"(methanol+water, 0.956)","(methanol, null); (water, null)",,"(methanol, null)","(unknown, null)"
['1-120-CAS-490844'],"(hydrochloric acid, null)",,"(water, null)","(unknown, null)",
['1-120-CAS-500205'],"(methanol+water, 0.87)","(methanol, null); (water, null)","(methanol+water, 0.4)","(methanol, null)","(methanol, null)"
['1-122-CAS-532415'],"(hexane, null)",,"(hexane, null); (hexane, null)","(hexane, null); (chloroform+isopropanol, 0.6666666666666666); (diethyl ether, null)",
['1-120-CAS-469976'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-120-CAS-462493'],"(acetone+hexane, 0.7); (methanol, null)","(methanol, null)",,,"(methanol, null)"
['1-120-CAS-465174'],"(acetone+methanol, 0.7)","(methanol, null)",,,"(methanol, null)"
['1-120-CAS-489877'],"(water, null); (ethyl acetate+methanol, 0.4); (ethyl acetate+hexane, 0.16670000000000001)","(ethyl acetate, null); (methanol, null); (acetonitrile, null); (water, null); (ethyl acetate+methanol, 0.4); (ethyl acetate+water, null); (ethyl acetate+water, null); (ethyl acetate+hexane, 0.9)","(water, null); (methanol+water, 0.5); (ethyl acetate+methanol, 0.4); (ethyl acetate+hexane, 0.9)","(ethyl acetate, null); (acetonitrile+ethyl acetate, 0.5); (ethyl acetate+water, null)","(methanol+water, 0.5)"
['1-120-CAS-508710'],"(water, null)","(methanol, null); (water, null)","(water, null); (water, null)","(methanol, null)","(methanol, null)"
['1-103-CAS-476329'],"(water, null)","(ethyl acetate, null); (methanol, null); (unknown, null)","(unknown, null)","(ethyl acetate, null)",
['1-120-CAS-445833'],"(water, null)",,"(water, null)","(tetrahydrofuran+water, 0.8)",
['1-101-CAS-506644'],"(water, null)","(methanol, null); (water, null)","(acetone, null)","(acetonitrile+water, 0.2)",
['1-103-CAS-474105'],"(methanol, null)","(methanol, null); (methanol, null); (methanol, null)",,"(methanol, null); (methanol, null); (methanol, null)",
['1-103-CAS-472236'],"(methanol, null)","(methanol, null); (methanol, null); (methanol, null)",,"(methanol, null); (methanol, null); (methanol, null)",
['1-101-CAS-518781'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.05)","(methanol, null)","(methanol, null)"
['1-101-CAS-500573'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(acetonitrile+water, 0.5)"
['1-102-CAS-495836'],"(phosphate, null)",,"(phosphate, null); (methanol, null)","(ammonium hydroxide+dichloromethane, 0.93)","(unknown, null)"
['1-103-CAS-469771'],"(hexane, null)","(dichloromethane, null); (acetone, null); (water, null)",,"(hexane, null); (dichloromethane, null)","(hexane, null)"
['1-119-CAS-470337'],"(water, null)","(water, null)",,"(water, null)",
['1-103-CAS-474041'],"(water, null)","(dichloromethane, null); (acetone, null); (water, null)",,"(hexane, null); (dichloromethane, null)","(hexane, null)"
['1-101-CAS-502974'],"(unknown, null)","(methanol, null); (unknown, null); (water, null)","(methanol, null)","(unknown, 0.1); (methanol+water, 0.8)","(unknown, 0.5)"
['1-101-CAS-501686'],"(unknown, null)","(methanol, null); (unknown, null); (water, null)","(methanol, null)","(unknown, 0.1); (methanol+water, 0.8)","(unknown, 0.5)"
['1-118-CAS-447291'],,"(methanol, null); (methanol+water, 0.4)","(methanol+water, 0.4)","(acetonitrile, null); (acetonitrile, null)","(methanol+water, 0.4)"
['1-102-CAS-464184'],"(phosphate, null)",,"(water, null); (phosphate, null)","(ammonium hydroxide+ethyl acetate, 0.98)","(acetonitrile+water, 0.95)"
['1-119-CAS-476872'],"(unknown, null)",,"(0.5 mol/l hno3, null)","(hydrochloric acid, null)",
['1-101-CAS-531365'],,,"(methanol+water, 0.2); (methanol+water, 0.2)","(methanol, null)","(methanol+water, 0.25)"
['1-102-CAS-492990'],"(phosphate+water, 0.6)","(methanol, null); (water, null); (phosphate, null)","(water, null); (phosphate, null); (methanol, null)","(dichloromethane+isopropanol, 0.7959183673469388)","(ethyl acetate, null)"
['1-101-CAS-501281'],"(unknown, null)",,"(water, null); (hydrochloric acid, null); (water, null)","(dichloromethane+isopropanol, 0.8163265306122449)","(methanol+water, 0.9)"
['1-103-CAS-487195'],"(methanol, null)",,,"(methanol, null)","(acetonitrile, null)"
['1-104-CAS-484977'],"(water, null)","(unknown, null)","(water, null)","(hydrochloric acid, null)",
['1-101-CAS-500750'],"(water, null)","(acetone+methanol, 0.5)","(water, null)","(acetone+methanol, 0.3)",
['1-119-CAS-471701'],"(water, null)","(water, null)",,"(water, null)",
['1-101-CAS-512752'],"(water, null)","(acetonitrile, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-538539'],"(phosphate, null)","(methanol, null)",,"(isopropanol, 0.7)",
['1-101-CAS-538527'],"(phosphate, null)","(methanol, null)",,"(isopropanol, 0.7)",
['1-120-CAS-450600'],"(diethyl ether+heptane, 0.75)","(diethyl ether+heptane, 0.75)",,"(diethyl ether+heptane, 0.75); (acetonitrile+water, 0.7); (acetonitrile+water, 0.8)","(methanol, null)"
['1-120-CAS-448148'],"(diethyl ether+heptane, 0.75)","(diethyl ether+heptane, 0.75)",,"(diethyl ether+heptane, 0.75); (acetonitrile+water, 0.7); (acetonitrile+water, 0.8)","(methanol, null)"
['1-120-CAS-447505'],"(diethyl ether+heptane, 0.75)","(diethyl ether+heptane, 0.75)",,"(diethyl ether+heptane, 0.75); (acetonitrile+water, 0.7); (acetonitrile+water, 0.8)","(methanol, null)"
['1-102-CAS-447637'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.05); (methanol+water, 0.05)","(acetonitrile+ammonium hydroxide, 0.5); (acetonitrile+isopropanol, 0.4)","(methanol+water, 0.4)"
['1-102-CAS-446736'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.05); (methanol+water, 0.05)","(acetonitrile+ammonium hydroxide, 0.5); (acetonitrile+isopropanol, 0.4)","(methanol+water, 0.4)"
['1-101-CAS-499302'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(acetonitrile+water, 0.5)"
['1-101-CAS-498831'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(acetonitrile+water, 0.5)"
['1-101-CAS-497974'],"(water, null)","(acetone+methanol, 0.5)","(water, null)","(acetone+methanol, 0.3)",
['1-118-CAS-495351'],"(water, null)","(methanol, null)",,"(acetonitrile+methanol, 0.5)","(water, null)"
['1-120-CAS-445374'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol+water, 0.25)"
['1-101-CAS-515824'],"(unknown, null)",,"(water, null); (methanol, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-477741'],"(unknown, null)",,"(water, null); (methanol, null)","(methanol, null)","(methanol, null)"
['1-104-CAS-475405'],"(water, null)","(ethanol+water, 0.5)",,"(nitric acid, null); (nitric acid, null); (nitric acid, null); (nitric acid, null)",
['1-104-CAS-474686'],"(water, null)","(ethanol+water, 0.5)",,"(nitric acid, null); (nitric acid, null); (nitric acid, null); (nitric acid, null)",
['1-104-CAS-473131'],"(water, null)","(ethanol+water, 0.5)",,"(nitric acid, null); (nitric acid, null); (nitric acid, null); (nitric acid, null)",
['1-104-CAS-471637'],"(water, null)","(ethanol+water, 0.5)",,"(nitric acid, null); (nitric acid, null); (nitric acid, null); (nitric acid, null)",
['1-104-CAS-470482'],"(water, null)","(ethanol+water, 0.5)",,"(nitric acid, null); (nitric acid, null); (nitric acid, null); (nitric acid, null)",
['1-102-CAS-509525'],"(phosphate, null)",,"(water, null); (phosphate, null); (hexane, null); (ethyl acetate, null); (methanol, null)","(dichloromethane+isopropanol, 0.8)","(unknown, 0.75)"
['1-101-CAS-500681'],"(unknown, null)","(acetonitrile+water, 0.6); (water, null)","(water, null)","(acetone+methanol, 0.6)",
['1-101-CAS-488416'],"(unknown, null)","(methanol, null); (water, null)",,"(ethanol, null)",
['1-101-CAS-483697'],"(unknown, null)","(acetic acid+methanol, 0.05)",,"(acetic acid+methanol, 0.05)","(acetonitrile+water, 0.2)"
['1-101-CAS-492849'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (water, null)","(methanol, null); (methanol, null); (methanol, null); (methanol, null); (methanol, null)",
['1-101-CAS-488062'],"(formic acid+methanol, 0.75)",,,"(acetonitrile, null)","(formic acid+methanol, 0.75)"
['1-101-CAS-496459'],"(methanol+water, 0.25)","(methanol, null)","(methanol, null)","(methanol, null)","(acetonitrile+water, 0.7)"
['1-101-CAS-478850'],"(methanol, 0.5)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(acetonitrile+water, 0.2)"
['1-101-CAS-485332'],"(unknown, null)","(acetonitrile, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-101-CAS-480673'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.1)","(methanol, null)","(acetic acid+methanol, 0.75)"
['1-101-CAS-489590'],"(water, null)","(methanol, null); (water, null); (hydrochloric acid, null)",,"(methanol, null)","(methanol+water, 0.5)"
['1-101-CAS-490891'],"(water, null)",,"(methanol+water, 0.05)","(methanol, 1.0)","(formic acid+methanol, 0.6)"
['1-101-CAS-495964'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(acetonitrile+water, 0.5)"
['1-101-CAS-485107'],"(methanol+water, null)",,"(methanol+water, 0.1)","(methanol, null)","(formic acid+methanol, 0.7017543859649122)"
['1-101-CAS-480442'],,"(methanol, null); (unknown, null)","(water, null)","(methanol+phosphate, 0.5)","(water, null)"
['1-101-CAS-492439'],"(water, null)","(methanol, null); (water, null)","(water, null); (water, null)","(acetonitrile, null)",
['1-101-CAS-495040'],"(phosphate, 0.7143)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.5)","(dichloromethane+isopropanol, 0.5882352941176471); (dichloromethane+isopropanol, 0.5882352941176471)","(acetonitrile+water, 0.9)"
['1-101-CAS-489519'],"(water, null)","(methanol, null); (water, null)","(water, null)","(unknown, null)",
['1-101-CAS-483381'],"(unknown, null)","(acetone, null)",,"(acetone, null)","(acetonitrile+water, 0.2)"
['1-101-CAS-479538'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.5); (heptane, null)","(methanol, null)","(acetonitrile, null)"
['1-101-CAS-485180'],"(methanol, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.1)","(acetonitrile, null)",
['1-101-CAS-488872'],"(unknown, null)","(acetonitrile, null); (water, null)","(methanol+water, 0.6756866322083713); (water, null)","(ethanol, null)","(acetonitrile+water, 0.5)"
['1-101-CAS-488835'],,"(methanol+water, 0.95); (water, null)","(water, null); (methanol+water, 0.05)","(unknown, 0.9); (unknown, 0.9)",
['1-101-CAS-488570'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol, null)","(unknown, 0.02)","(formic acid+methanol, 0.5)"
['1-101-CAS-487051'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol, null)","(methanol, null)","(acetonitrile+water, 0.9)"
['1-101-CAS-495234'],"(unknown, null)",,,"(acetone+toluene, 0.75)","(methanol, null)"
['1-101-CAS-487920'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.05)","(acetonitrile+water, 0.8); (acetonitrile+water, 0.8)",
['1-101-CAS-480318'],"(water, null)","(methanol+water, 0.05); (water, null)","(water, null); (water, null)","(unknown, 0.02)","(formic acid+methanol, 0.5)"
['1-101-CAS-482068'],"(unknown, null)","(hydrochloric acid, null); (water, null)","(hydrochloric acid, null); (methanol, null)","(unknown, null); (unknown, null)","(unknown, 0.28)"
['1-101-CAS-496545'],"(phosphate, null)",,"(water, null); (hexane, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-489698'],,"(methanol, null); (water, null)","(methanol+water, 0.6); (methanol+water, 0.7); (methanol+water, 0.8)","(formic acid+methanol, 0.8)","(acetonitrile, null)"
['1-101-CAS-487957'],,"(methanol, null); (water, null)","(methanol+water, 0.6); (methanol+water, 0.7); (methanol+water, 0.8)","(formic acid+methanol, 0.8)","(acetonitrile, null)"
['1-101-CAS-487627'],,"(methanol, null); (water, null)","(methanol+water, 0.6); (methanol+water, 0.7); (methanol+water, 0.8)","(formic acid+methanol, 0.8)","(acetonitrile, null)"
['1-101-CAS-479058'],,"(methanol, null); (water, null)","(methanol+water, 0.6); (methanol+water, 0.7); (methanol+water, 0.8)","(formic acid+methanol, 0.8)","(acetonitrile, null)"
['1-101-CAS-478959'],,"(methanol, null); (water, null)","(methanol+water, 0.6); (methanol+water, 0.7); (methanol+water, 0.8)","(formic acid+methanol, 0.8)","(acetonitrile, null)"
['1-101-CAS-478561'],,"(acetonitrile+formic acid, 0.000999000999000999); (formic acid+water, 0.000999000999000999)","(formic acid+water, 0.000999000999000999)","(acetonitrile+trifluoroacetic acid, 0.000999000999000999)","(methanol+trifluoroacetic acid, 0.0196078431372549)"
['1-101-CAS-478278'],"(acetonitrile+water, 0.2)","(methanol, null); (water, null)","(water, null); (methanol, null)","(acetonitrile+ammonium hydroxide, 0.6); (acetonitrile+ammonium hydroxide, 0.6)","(acetonitrile+ammonium hydroxide, 0.15)"
['1-101-CAS-486805'],"(unknown, null)","(methanol, null); (unknown, null)","(methanol+water, 0.05)","(dichloromethane, null)","(methanol, null)"
['1-101-CAS-487470'],"(ammonium acetate+water, null)","(methanol, null); (methanol, null); (ammonium acetate+water, null)","(methanol+water, 0.1); (methanol+water, 0.1)","(methanol+water, 0.95); (methanol+water, 0.95)","(acetonitrile+ammonium acetate, 0.1)"
['1-101-CAS-482261'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (water, null); (methanol+water, 0.1)","(methanol, null)",
['1-101-CAS-484470'],"(unknown, 0.5)","(water, null); (methanol, null)","(water, null)","(dichloromethane+isopropanol, 0.6666666666666666)","(acetonitrile+water, 0.5)"
['1-101-CAS-483082'],"(unknown, null)","(methanol, null); (ammonium acetate, null)","(ammonium acetate, null); (acetonitrile+ammonium acetate, 0.5); (acetonitrile+ammonium acetate, 0.5)","(acetonitrile, 0.5)","(methanol+water, 0.8)"
['1-101-CAS-482381'],"(ammonium acetate, null)","(methanol, null); (ammonium acetate, null)","(ammonium acetate, null)","(methanol, null)","(unknown, 0.9)"
['1-101-CAS-487625'],"(acetonitrile+water, 0.0909)","(methanol, null); (water, null)","(methanol+water, 0.95)","(acetonitrile, null)",
['1-101-CAS-479707'],"(unknown, null); (unknown, null)","(methanol, null); (water, null)",,"(water, null); (methanol, null)","(acetonitrile+water, 0.05)"
['1-101-CAS-489761'],"(phosphoric acid, 0.5)","(methanol, null); (water, null)","(ammonium hydroxide, null); (acetonitrile+ammonium hydroxide, 0.09090909090909091)","(acetonitrile+trifluoroacetic acid, 0.5050505050505051)","(unknown, null)"
['1-101-CAS-484491'],"(water, null)","(methanol, 0.05)",,"(methanol, 0.05)","(acetonitrile+water, 0.2)"
['1-101-CAS-477939'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.1); (methanol+water, 0.1); (methanol+water, 0.1)","(acetonitrile+methanol, 0.0909); (acetonitrile+methanol, 0.0909); (acetonitrile+methanol, 0.0909)","(methanol+water, 0.5)"
['1-101-CAS-489710'],"(formic acid+water, 0.44439999999999996)","(methanol, null); (water, null)","(water, null)","(methanol+potassium phosphate, 0.5); (methanol+potassium phosphate, 0.5)",
['1-101-CAS-483671'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(unknown, null)"
