CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['1-143-CAS-523734'],,methanol,,,
['1-143-CAS-523095'],,methanol,,,
['1-143-CAS-521384'],unknown,methanol; water,acetic acid+ammonium acetate,methanol,acetonitrile
['1-143-CAS-525480'],,hexane; ethyl acetate,methanol; water,,acetonitrile
['1-143-CAS-526507'],water,water; methanol,water,methanol+trifluoroacetic acid,
['1-143-CAS-524783'],unknown,methanol; water,water; methanol+water,methanol,methanol+water
['1-143-CAS-521046'],,methanol; water,,methanol,
['1-143-CAS-522494'],unknown,water; methanol,,methanol,methanol+water
['1-143-CAS-524904'],methanol+water,,,,
['1-143-CAS-523127'],water,methanol; water,,phosphate,
['1-143-CAS-523594'],water,dichloromethane+methanol; water,,dichloromethane+methanol,methanol
['1-143-CAS-520012'],water,,,ethyl acetate,phosphate
['1-143-CAS-524428'],water,dichloromethane+methanol; water,,dichloromethane+methanol,methanol
['1-143-CAS-524177'],,methanol; water,water,methanol; MTBE+methanol,
['1-143-CAS-523006'],,methanol; water,water,methanol; MTBE+methanol,
['1-143-CAS-521973'],,methanol; water,water,methanol; MTBE+methanol,
['1-143-CAS-521810'],,methanol; water,water,methanol; MTBE+methanol,
['1-143-CAS-524885'],water,methanol; unknown,ammonium acetate; unknown,methanol,
['1-143-CAS-524812'],water,methanol; unknown,ammonium acetate; unknown,methanol,
['1-143-CAS-526405'],water,,,nitric acid,
['1-143-CAS-525481'],water,unknown; methanol; water,methanol+water; water,acetone+dichloromethane,methanol+water
['1-143-CAS-522831'],water,methanol; water,water; methanol+water,methanol+water,methanol+water
['1-143-CAS-527246'],methanol+water,methanol; water,,methanol; ethyl acetate; dichloromethane,methanol
['1-143-CAS-521724'],water,,,methanol,unknown
['1-143-CAS-524162'],water,dichloromethane+methanol; water,,dichloromethane+methanol,methanol
['1-143-CAS-523768'],unknown,methanol; water,,methanol,methanol+water
['1-143-CAS-521445'],water,,,methanol,water
['1-143-CAS-527751'],water,methanol; acetonitrile; water,water,methanol+water,
['1-143-CAS-527875'],water,methanol; unknown,unknown,formic acid+methanol,methanol
['1-143-CAS-526561'],water,methanol; unknown,unknown,formic acid+methanol,methanol
['1-143-CAS-522906'],water,acetonitrile; water,,acetonitrile,
['1-143-CAS-523679'],water; methanol+water,dichloromethane; methanol; water,water,dichloromethane,acetonitrile
['1-143-CAS-525458'],water,,,acetonitrile,acetonitrile+water
['1-143-CAS-525273'],water,methanol; water,methanol,methanol,acetic acid+methanol
['1-143-CAS-520848'],water,methanol; water,water,methanol,acetic acid+methanol
['1-143-CAS-524287'],water,,,,
['1-143-CAS-526579'],water,methanol; acetone+methanol; water,water,methanol; acetone,methanol+water
['1-143-CAS-522583'],,methanol; water,phosphate,acetic acid+methanol,unknown
['1-143-CAS-526345'],water,methanol; water,water,methanol,methanol
['1-143-CAS-520169'],water,acetonitrile; water,,acetonitrile,
['1-143-CAS-521402'],water,,,methanol,unknown
['1-143-CAS-522880'],water,methanol; water,,,
['1-143-CAS-512950'],,,,acetonitrile+methanol,methanol
['1-143-CAS-511049'],,,,acetonitrile+methanol,methanol
['1-143-CAS-510863'],,,,acetonitrile+methanol,methanol
['1-143-CAS-510739'],,,,acetonitrile+methanol,methanol
['1-143-CAS-510592'],,,,acetonitrile+methanol,methanol
['1-143-CAS-510104'],,,,acetonitrile+methanol,methanol
['1-143-CAS-511273'],methanol,methanol,,,
['1-143-CAS-511195'],methanol,methanol,,,
['1-139-CAS-544925'],acetone+dichloromethane,,,,hexane
['1-134-CAS-543475'],,hexane,dichloromethane+hexane,dichloromethane+hexane,acetonitrile
['1-134-CAS-543210'],,hexane,dichloromethane+hexane,dichloromethane+hexane,acetonitrile
['1-134-CAS-542849'],,hexane,dichloromethane+hexane,dichloromethane+hexane,acetonitrile
['1-143-CAS-514531'],,methanol; unknown,,acetone; dichloromethane,acetone
['1-143-CAS-519227'],water,,,,
['1-143-CAS-511732'],water,methanol; water,methanol+water,methanol,methanol
['1-143-CAS-510926'],water,methanol; water,water,methanol,methanol+water
['1-143-CAS-516412'],water,acetone; methanol,water,methanol,methanol
['1-134-CAS-568169'],unknown,acetonitrile; water,water,acetonitrile,dichloromethane+hexane
['1-135-CAS-527559'],methanol,,methanol,,methanol
['1-139-CAS-541086'],methanol,methanol,,,methanol
['1-143-CAS-519080'],water,methanol; water,,methanol,
['1-143-CAS-518172'],water,methanol; water,,methanol,
['1-135-CAS-528953'],methanol,,,methanol,methanol
['1-143-CAS-513636'],water,water,nitric acid,,
['1-143-CAS-516785'],unknown,,methanol,methanol,unknown
['1-139-CAS-529862'],nitric acid+water,,nitric acid; hydrochloric acid,hydrochloric acid,nitric acid+water
['1-139-CAS-531385'],,acetonitrile; water,water,acetonitrile,
['1-139-CAS-540539'],,methanol; water,,methanol,methanol+water
['1-143-CAS-512739'],unknown,methanol; water,water,dichloromethane,hexane
['1-143-CAS-514621'],water,methanol; unknown,unknown,methanol,
['1-143-CAS-514737'],water,methanol; water,unknown,methanol,
['1-134-CAS-550410'],,,,,
['1-135-CAS-526376'],methanol,,methanol,,methanol
['1-139-CAS-533119'],acetone+hexane,,,acetone+hexane,hexane
['1-143-CAS-513540'],unknown,methanol; methanol+water,methanol+water,methanol,
['1-143-CAS-514250'],unknown,methanol; water,,dichloromethane+ethyl acetate,acetone
['1-143-CAS-513596'],water,methanol; water,ammonium acetate,methanol,methanol
['1-139-CAS-553107'],acetonitrile+water,,,,unknown
['1-143-CAS-511231'],methanol,methanol,water; methanol,dichloromethane+isopropanol,methanol+water
['1-143-CAS-517356'],,,,methanol; acetonitrile+isopropanol,
['1-143-CAS-515909'],,,,methanol; acetonitrile+isopropanol,
['1-120-CAS-517371'],,,,methanol; acetonitrile+isopropanol,
['1-120-CAS-515199'],,,,methanol; acetonitrile+isopropanol,
['1-134-CAS-552276'],,,,,
['1-139-CAS-509453'],dichloromethane+hexane,hexane,hexane,dichloromethane,acetonitrile
['1-143-CAS-516963'],,methanol; water,water,methanol,water
['1-143-CAS-516717'],,methanol; water,water,methanol,water
['1-135-CAS-529079'],acetone+acetonitrile,,methanol,,methanol
['1-139-CAS-516017'],dichloromethane,dichloromethane+hexane,,dichloromethane,
['1-139-CAS-533743'],,methanol; acetone; water,methanol+water,methanol,methanol
['1-143-CAS-507872'],water,methanol; water,methanol+water,acetonitrile,methanol+water
['1-143-CAS-512232'],acetone+hexane,,,methanol; dichloromethane+hexane,unknown
['1-135-CAS-525095'],methanol,,methanol,,methanol
['1-143-CAS-519624'],,,,hexane,
['1-143-CAS-517588'],,,,hexane,
['1-143-CAS-517301'],,,,hexane,
['1-120-CAS-516256'],,,,hexane,
['1-120-CAS-514862'],,,,hexane,
['1-134-CAS-541219'],water,,,acetone+dichloromethane,
['1-139-CAS-546622'],acetic acid,,,,
['1-143-CAS-513034'],water,methanol; water,water,methanol,
['1-143-CAS-509597'],water,methanol; water,water,methanol,
['1-134-CAS-549309'],unknown,methanol; water,,methanol,
['1-139-CAS-543890'],dichloromethane+hexane,,,dichloromethane+hexane,
['1-139-CAS-521400'],EDTA+acetonitrile,,,,acetonitrile+methanol
['1-143-CAS-520002'],unknown,water; methanol,,methanol,methanol+water
['1-139-CAS-531849'],methanol+water,methanol; water,unknown; water,methanol; hexane; acetone,methanol
['1-143-CAS-515677'],water,methanol; unknown,unknown,acetonitrile+methanol,acetonitrile+methanol
['1-139-CAS-550893'],acetonitrile+dichloromethane,,,,acetonitrile
['1-142-CAS-530406'],water,,,water,
['1-139-CAS-533302'],,methanol; citric acid; unknown,citric acid; ammonium acetate,methanol,ammonium acetate
['1-143-CAS-516728'],methanol+water,methanol; water,,methanol,methanol+water
['1-139-CAS-536982'],,methanol,,methanol,
['1-143-CAS-511055'],water,methanol; water,acetonitrile; water,acetonitrile,
['1-139-CAS-541850'],water,methanol; water,methanol+water,methanol,methanol
['1-143-CAS-517540'],water,,unknown; methanol,dichloromethane+isopropanol,methanol+water
['1-143-CAS-518036'],water,,nitric acid,,
['1-132-CAS-554799'],,,,,
['1-132-CAS-533889'],,,,,
['1-134-CAS-538962'],water,methanol; water,,methanol; ethyl acetate,methanol+water
['1-132-CAS-536885'],acetonitrile+toluene,,,acetonitrile+toluene,acetonitrile+water
['1-132-CAS-547619'],unknown,acetone,,acetonitrile; isopropanol,
['1-132-CAS-534085'],water,hexane,dichloromethane+hexane; ethyl acetate+hexane,ethyl acetate,hexane
['1-134-CAS-537739'],methanol+water,,,,
['1-134-CAS-536283'],methanol+water,,,,
['1-132-CAS-561071'],water,methanol; water,water,methanol,methanol+water
['1-132-CAS-554545'],,,,,
['1-134-CAS-531341'],unknown,,,acetonitrile,
['1-132-CAS-560624'],ammonium acetate,methanol; water,heptane,dichloromethane+methanol,unknown
['1-132-CAS-534961'],,methanol; water,,methanol,methanol
['1-134-CAS-529630'],acetonitrile,,,,acetone+hexane
['1-132-CAS-536783'],,,,acetonitrile+toluene,acetonitrile+water
['1-131-CAS-561846'],,,,water; methanol+water; methanol,methanol
['1-134-CAS-531935'],,,,,
['1-132-CAS-537612'],hexane,hexane,hexane,acetone+hexane,hexane
['1-132-CAS-546976'],sodium acetate+water,,,,
['1-132-CAS-535471'],unknown,methanol; water,water,methanol,methanol
['1-134-CAS-524373'],hexane,,,,phosphate
['1-132-CAS-522297'],ethanol+water,methanol; water,,ethanol,
['1-132-CAS-537211'],,methanol; water,ammonium acetate,methanol,
['1-132-CAS-536570'],,methanol; water,ammonium acetate,methanol,
['1-134-CAS-540468'],acetonitrile,,,acetonitrile,
['1-132-CAS-550536'],hexane,methanol; dichloromethane; hexane,,dichloromethane,
['1-132-CAS-523627'],unknown,,,methanol,
['1-132-CAS-526713'],unknown,methanol; water,water; acetonitrile,methanol,acetonitrile+water
['1-134-CAS-520335'],methanol+water,methanol; water,,methanol; acetonitrile,water
['1-132-CAS-560848'],water,methanol; water,water,methanol,methanol+water
['1-134-CAS-524384'],water,,,,formic acid
['1-132-CAS-560884'],water,methanol; water,water,methanol,methanol+water
['1-132-CAS-537409'],methanol,,,,
['1-132-CAS-560784'],water,methanol; water,water,methanol,methanol+water
['1-132-CAS-556698'],,methanol+methyl chloride; methanol,,dichloromethane+ethyl acetate,water
['1-132-CAS-556519'],,methanol+methyl chloride; methanol,,dichloromethane+ethyl acetate,water
['1-132-CAS-550913'],ethyl acetate,,,acetonitrile+methanol,methanol
['1-132-CAS-541380'],phosphate,water; methanol,water; hexane,dichloromethane+isopropanol,dichloromethane
['1-132-CAS-543729'],,,,ethyl acetate,ethyl acetate
['1-132-CAS-533474'],,methanol; water,water,methanol,methanol+water
['1-132-CAS-533004'],,methanol; water,water,methanol,methanol+water
['1-124-CAS-532880'],,methanol; water,water,methanol,methanol+water
['1-134-CAS-533289'],unknown,methanol; water,methanol+water,acetonitrile,acetonitrile
['1-132-CAS-549158'],hexane,methanol; dichloromethane; hexane,,dichloromethane,
['1-132-CAS-534763'],water,MTBE; methanol; water,methanol+water,MTBE+methanol,methanol
['1-132-CAS-522797'],unknown,methanol; water,water,methanol+water,water
['1-131-CAS-564020'],,methanol; water,water; methanol,methanol; formic acid+methanol,
['1-131-CAS-563122'],water,acetonitrile; water,water,acetonitrile,
['1-132-CAS-537509'],,hexane; dichloromethane; acetone; methanol; unknown,hydrochloric acid; unknown,hexane,hexane
['1-132-CAS-551935'],hexane,cyclohexane,,ethyl acetate,
['1-132-CAS-547881'],,,,acetic acid+methanol,
['1-132-CAS-536617'],,acetonitrile+toluene,,acetonitrile+toluene,acetonitrile+water
['1-132-CAS-542656'],,methanol; water,water; methanol+water,methanol+water,methanol+water
['1-134-CAS-514940'],hydrochloric acid,methanol; water,,methanol,
['1-131-CAS-564282'],,methanol; water,water; methanol,formic acid+methanol,DMSO
['1-132-CAS-560650'],water,methanol; water,methanol+water,methanol,
['1-132-CAS-521611'],acetone+cyclohexane,cyclohexane,,sulfuric acid,
['1-132-CAS-560741'],ammonium acetate,methanol; water,methanol,ammonium hydroxide+methanol,
['1-132-CAS-523402'],unknown,methanol; water,water,methanol+water,water
['1-134-CAS-526710'],,water; methanol,water; methanol,methanol,water
['1-132-CAS-527829'],,methanol; water,water; acetonitrile,methanol,acetonitrile+water
['1-134-CAS-531867'],acetonitrile; acetonitrile+toluene,acetonitrile+toluene,acetonitrile+toluene,,acetonitrile+water
['1-132-CAS-527939'],phosphoric acid,methanol; water,water; methanol,methanol,ammonium formate
['1-132-CAS-523035'],ammonium acetate+methanol,methanol; water; ammonium acetate,water,methanol,acetonitrile
['1-128-CAS-572251'],,,,,
['1-128-CAS-572297'],,,,,
['1-131-CAS-523309'],,,,,
['1-128-CAS-520497'],methanol+water,methanol+water,,,
['1-131-CAS-557088'],,,methanol,,methanol
['1-131-CAS-534276'],water,methanol; water,water,acetic acid+water,
['1-131-CAS-546003'],unknown,methanol; water,,methanol,
['1-131-CAS-530273'],ethanol,,ethanol,,
['1-128-CAS-542658'],,,,,
['1-131-CAS-531004'],ethanol+water,,,,ethanol+water
['1-131-CAS-533809'],hexane,,,,
['1-126-CAS-535388'],acetone+dichloromethane,,,,unknown
['1-131-CAS-558331'],acetonitrile+water,acetonitrile,dichloromethane,acetic acid+methanol,acetonitrile+water
['1-131-CAS-542518'],methanol,,,,
['1-125-CAS-539763'],methanol+water,methanol+water,,methanol,acetonitrile+water
['1-131-CAS-529959'],,,water,methanol,methanol+water
['1-125-CAS-561179'],,,,,
['1-127-CAS-538063'],,,nitric acid+water,,nitric acid+water
['1-124-CAS-538350'],,,nitric acid+water,,nitric acid+water
['1-131-CAS-534092'],water,methanol; water,water,methanol,methanol+water
['1-131-CAS-533498'],water,methanol; water,water,methanol,methanol+water
['1-128-CAS-529072'],phosphate,phosphate,methanol,sodium hydroxide,sodium hydroxide
['1-128-CAS-525949'],phosphate,phosphate,methanol,sodium hydroxide,sodium hydroxide
['1-131-CAS-515396'],unknown,methanol; water,water,acetonitrile+water,water
['1-131-CAS-544063'],methanol,methanol,,methanol,methanol
['1-128-CAS-524998'],unknown,methanol; water,,,water
['1-131-CAS-559514'],methanol+water,methanol; water,,methanol+water,
['1-129-CAS-522542'],,hexane,,,hexane
['1-128-CAS-537596'],water,,,hydrochloric acid,
['1-128-CAS-533865'],,acetonitrile; water,,acetonitrile,
['1-131-CAS-556924'],water,,water,ethanol+water,
['1-126-CAS-532886'],,,,acetone+dichloromethane,unknown
['1-125-CAS-566319'],,ethyl acetate; methanol; water,methanol+water,ethyl acetate; methanol,unknown
['1-129-CAS-553407'],water,,,,
['1-130-CAS-543534'],,water,water,water,
['1-128-CAS-536345'],,methanol; water,water; dichloromethane,methanol,methanol+water
['1-125-CAS-533251'],acetonitrile,,,,
['1-131-CAS-517358'],water,methanol; water,water; methanol+water; ethyl acetate,,
['1-131-CAS-522250'],,,,,
['1-131-CAS-546854'],,,,methanol+water,DMSO
['1-131-CAS-519884'],water,,water,ethanol+water,
['1-131-CAS-545265'],DMSO+water,methanol,methanol,methanol,methanol
['1-125-CAS-528017'],unknown,methanol; water; unknown,unknown; acetonitrile,acetonitrile,unknown
['1-125-CAS-543082'],phosphate,methanol; water; phosphate,water; phosphate; hexane; ethyl acetate+hexane; methanol,ammonium hydroxide+dichloromethane,water
['1-125-CAS-527757'],phosphate,methanol; phosphate,phosphate; water; methanol,acetone+chloroform; ethyl acetate; dichloromethane+isopropanol,methanol
['1-131-CAS-540078'],,hexane,hexane,hexane; dichloromethane+toluene,
['1-125-CAS-541374'],,methanol; phosphate,water; hydrochloric acid; methanol,dichloromethane+isopropanol,unknown
['1-131-CAS-541951'],,methanol; water; methanol+water,,methanol+water; acetonitrile+methanol,methanol
['1-131-CAS-541665'],methanol+water,methanol; water,water,methanol,methanol+water
['1-131-CAS-554210'],water,,,acetonitrile+water,
['1-131-CAS-560178'],methanol+water,methanol+water; water,water,methanol,
['1-125-CAS-545670'],,methanol,hydrochloric acid; methanol,unknown,methanol+water
['1-131-CAS-547291'],water; chloroform,,,water; ethanol+water,
['1-130-CAS-551067'],water,water,water; sulfuric acid,unknown,
['1-130-CAS-551056'],water,water,water; sulfuric acid,unknown,
['1-104-CAS-551195'],water,water,water; sulfuric acid,unknown,
['1-104-CAS-551029'],water,water,water; sulfuric acid,unknown,
['1-125-CAS-528479'],,water; methanol,water; methanol,formic acid+methanol,acetonitrile
['1-131-CAS-541973'],water,methanol; water; methanol+water,,methanol+water; methanol; acetonitrile+methanol,
['1-131-CAS-533012'],formic acid+methanol,methanol; water,methanol+water,acetonitrile,methanol+water
['1-128-CAS-531015'],acetonitrile+water; water,methanol; water,water; methanol,methanol,acetonitrile+water
['1-131-CAS-533654'],formic acid+methanol,methanol; water,methanol+water,acetonitrile,methanol+water
['1-131-CAS-527749'],water,methanol; water,water,acetonitrile+water,
['1-125-CAS-529673'],water,methanol; water,water; methanol+water,acetone+dichloromethane; dichloromethane+isopropanol,methanol
['1-124-CAS-557466'],,,,,
['1-124-CAS-512470'],,,,,
['1-124-CAS-552842'],,,,,
['1-124-CAS-552785'],,,,,
['1-124-CAS-550927'],acetonitrile,,,,
['1-124-CAS-558485'],acetonitrile+water,,,,acetonitrile+water
['1-124-CAS-557459'],,,,dichloromethane,hexane+toluene
['1-124-CAS-509767'],,,,dichloromethane,hexane+toluene
['1-124-CAS-555286'],,,,,
['1-124-CAS-561824'],unknown,,,,
['1-124-CAS-558236'],water,,,,
['1-124-CAS-557466'],hexane,hexane,,hexane,hexane
['1-124-CAS-550975'],acetonitrile,,,acetonitrile,methanol
['1-124-CAS-568163'],,,methanol; water,methanol,
['1-125-CAS-506296'],hexane,ethyl acetate; dichloromethane; hexane,,ethyl acetate+hexane; dichloromethane+ethyl acetate,acetonitrile+water
['1-124-CAS-563995'],acetonitrile,acetonitrile,,acetonitrile,
['1-124-CAS-557459'],hexane,hexane,,hexane,hexane
['1-124-CAS-563462'],hexane,hexane,,acetone+hexane,hexane
['1-124-CAS-563699'],,acetonitrile; water,water; acetonitrile+water,acetonitrile; methanol,methanol+water
['1-124-CAS-558275'],methanol+water,,,,
['1-124-CAS-560196'],acetonitrile+water,,,acetone+hexane,
['1-124-CAS-554810'],hexane,methanol; hexane,ethyl acetate+hexane,methanol,
['1-125-CAS-506520'],hexane,ethyl acetate; dichloromethane; hexane,,ethyl acetate+hexane; dichloromethane+ethyl acetate,acetone+cyclohexane
['1-124-CAS-562643'],acetonitrile,acetonitrile,,acetonitrile,methanol
['1-124-CAS-559698'],,methanol; water,water,methanol,methanol+water
['1-124-CAS-554022'],acetonitrile,,,,
['1-124-CAS-553880'],acetonitrile,,,,
['1-125-CAS-522616'],unknown,,,methanol,methanol+water
['1-124-CAS-550902'],,methanol; water,water,acetic acid+acetone,
['1-124-CAS-561873'],,methanol; water,unknown,unknown,methanol
['1-125-CAS-526548'],unknown,methanol; water; unknown,unknown; acetonitrile+water,acetonitrile,unknown
['1-124-CAS-550497'],acetonitrile,,,,
['1-124-CAS-556042'],ethyl acetate+water,,,,unknown
['1-124-CAS-555960'],ethyl acetate+water,,,,unknown
['1-124-CAS-560554'],unknown,,,water,unknown
['1-124-CAS-554447'],methanol+water,,,acetonitrile,
['1-124-CAS-557422'],methanol+water,methanol; water; unknown,methanol,methanol,
['1-124-CAS-556545'],,methanol; water,methanol+water,methanol+water,
['1-124-CAS-569348'],acetonitrile+water,,water; methanol+water; hexane,acetonitrile,acetonitrile+water
['1-124-CAS-568781'],acetic acid+water,,,,water
['1-124-CAS-572170'],,methanol; water,water; methanol,formic acid+methanol,water
['1-124-CAS-572013'],,methanol; water,water; methanol,formic acid+methanol,water
['1-124-CAS-564222'],water,water,water,methanol,
['1-124-CAS-550471'],phosphate,unknown,unknown,acetonitrile+formic acid,acetonitrile+water
['1-124-CAS-569133'],methanol+water,,,,methanol+water
['1-124-CAS-558268'],unknown,methanol,water,methanol,
['1-124-CAS-564365'],water,water,water,methanol,
['1-124-CAS-558123'],acetonitrile+toluene,acetonitrile+toluene,,acetonitrile+toluene,acetonitrile+water
['1-124-CAS-557390'],,,,diethyl ether+hexane,
['1-124-CAS-561270'],water,methanol; water,water; methanol,methanol,methanol+water
['1-124-CAS-561216'],unknown,methanol,water; ethyl acetate,methanol,methanol
['1-124-CAS-562943'],water,,,acetonitrile+water,
['1-124-CAS-560473'],water,,water,methanol+water,
['1-124-CAS-559981'],water,,,water,
['1-124-CAS-562166'],water,methanol; water,methanol+water; water,acetonitrile,acetonitrile+phosphoric acid
['1-124-CAS-560340'],acetone+hexane,acetone+hexane; hexane,,acetone+hexane,acetone+hexane
['1-124-CAS-560323'],acetone+hexane,acetone+hexane; hexane,,acetone+hexane,acetone+hexane
['1-124-CAS-563051'],unknown,methanol; acetonitrile; water,,water; methanol+water; methanol,water
['1-124-CAS-559206'],chloroform+water,chloroform; methanol; water,chloroform; methanol,acetone+water; methanol,
['1-124-CAS-560500'],water,,water,methanol+water,
['1-124-CAS-553517'],,,,methanol,methanol
['1-124-CAS-553193'],,,,methanol,methanol
['1-124-CAS-566850'],,,water,ammonium hydroxide+methanol,unknown
['1-124-CAS-559104'],chloroform+water,chloroform; methanol; water,chloroform; methanol,acetone+water; methanol,chloroform
['1-124-CAS-552597'],water,methanol; water,,water,
['1-124-CAS-563711'],formic acid+methanol,methanol; formic acid+methanol,water; methanol,ethyl acetate; acetonitrile+ethyl acetate,methanol+water
['1-124-CAS-550873'],dichloromethane,,methanol+water; water,ammonium acetate; methanol,methanol
['1-124-CAS-541401'],,,,,
['1-124-CAS-541646'],,,,,
['1-124-CAS-547264'],water,,,,
['1-124-CAS-546751'],,,,hexane,
['1-124-CAS-546992'],,dichloromethane+ethyl acetate,,dichloromethane+ethyl acetate,
['1-124-CAS-547035'],water,,water,methanol,acetonitrile+methanol
['1-124-CAS-547901'],acetonitrile,acetonitrile,,acetonitrile+toluene,acetonitrile
['1-124-CAS-546989'],water,,,,
['1-124-CAS-550108'],,,,,
['1-124-CAS-549684'],acetone+acetonitrile,acetonitrile,,acetonitrile,
['1-124-CAS-547149'],phosphate,,,,
['1-124-CAS-544269'],,,,acetic acid+methanol,methanol
['1-124-CAS-548864'],acetonitrile,,acetonitrile,methanol,water
['1-124-CAS-544330'],unknown,methanol; water,unknown,,
['1-124-CAS-547483'],methanol+water,methanol; water,water,methanol,acetonitrile
['1-124-CAS-545462'],,,,hexane; dichloromethane+hexane; dichloromethane,
['1-124-CAS-547759'],,methanol; unknown,,acetonitrile,acetonitrile
['1-124-CAS-546625'],hydrochloric acid,methanol; hydrochloric acid,methanol,dichloromethane; ethyl acetate+formic acid,acetonitrile+formic acid
['1-124-CAS-543111'],water,methanol; water,,methanol,
['1-124-CAS-542712'],dichloromethane+hexane,,,,
['1-124-CAS-550082'],methanol,,,methanol,methanol
['1-124-CAS-542415'],dichloromethane+hexane,,,,
['1-124-CAS-542741'],dichloromethane+hexane,,,,
['1-124-CAS-548201'],hexane,,hexane; ethyl acetate+hexane,methanol; hexane,
['1-124-CAS-548169'],hexane,,hexane; ethyl acetate+hexane,methanol; hexane,
['1-124-CAS-548117'],hexane,,hexane; ethyl acetate+hexane,methanol; hexane,
['1-124-CAS-547795'],hexane,,hexane; ethyl acetate+hexane,methanol; hexane,
['1-124-CAS-547658'],hexane,,hexane; ethyl acetate+hexane,methanol; hexane,
['1-124-CAS-546466'],water,,water,methanol,water
['1-124-CAS-547046'],water,water; methanol,methanol+water,methanol,acetic acid+water
['1-124-CAS-541521'],hexane,dichloromethane; hexane,hexane,dichloromethane+ethyl acetate,acetone
['1-124-CAS-546576'],methanol+water,methanol; water,methanol+water,methanol,
['1-124-CAS-541016'],,methanol; unknown,methanol+water,acetonitrile,formic acid+methanol
['1-124-CAS-547958'],,methanol; water,,methanol,methanol+water
['1-124-CAS-545781'],,water,water,acetic acid+methanol,methanol+water
['1-124-CAS-547727'],water,acetonitrile+water; water,water,acetonitrile+water,acetonitrile
['1-124-CAS-549814'],,,water,acetonitrile,acetonitrile
['1-124-CAS-547768'],,methanol; water,,methanol,
['1-124-CAS-547587'],,methanol; water,,methanol,
['1-124-CAS-544579'],petroleum ether,petroleum ether,petroleum ether,methanol+water; acetonitrile,methanol+water
['1-124-CAS-547872'],unknown,acetone,,acetonitrile; isopropanol,
['1-124-CAS-544617'],hexane,,methanol+water; water,hexane,hexane
['1-124-CAS-547080'],methanol+water,methanol; water; methanol+water,acetonitrile+water,water,water
['1-124-CAS-547314'],ethanol+water,ethanol+water,,water; methanol+water; methanol; acetic acid+methanol,
['1-124-CAS-549234'],dichloromethane+hexane; hexane,hexane,hexane,dichloromethane+methanol,
['1-124-CAS-541772'],water,,,,methanol
['1-124-CAS-543412'],,methanol; water,water,acetonitrile+methanol,acetonitrile
['1-124-CAS-543464'],unknown,methanol; unknown,methanol,methanol,unknown
['1-124-CAS-542762'],,methanol; acetonitrile+water,methanol+water,methanol,acetonitrile+water
['1-124-CAS-542703'],,methanol; acetonitrile+water,methanol+water,methanol,acetonitrile+water
['1-124-CAS-548210'],acetonitrile,acetonitrile,,,ammonium acetate+methanol
['1-124-CAS-547424'],water,,,water,
['1-124-CAS-546215'],water,methanol; water,water,methanol,
['1-124-CAS-541194'],water,methanol; water,water; dichloromethane; ethyl acetate,methanol,methanol+water
['1-124-CAS-546549'],acetonitrile+water,acetonitrile; water,acetonitrile+water,acetonitrile+water,
['1-124-CAS-544449'],ethyl acetate+methanol; acetonitrile,ethyl acetate+methanol; acetonitrile,acetonitrile,ethyl acetate+methanol; methanol,methanol
['1-124-CAS-549004'],acetonitrile+water,methanol; water,water,ammonium hydroxide+methanol,acetonitrile+water
['1-124-CAS-542271'],unknown,methanol; water,water,methanol+water,water
['1-124-CAS-541140'],sodium phosphate,sodium phosphate,sodium phosphate,sodium phosphate,
['1-124-CAS-549993'],acetonitrile,acetonitrile,acetonitrile,acetonitrile,methanol+water
['1-124-CAS-543645'],unknown,acetic acid+water,water,unknown,water
['1-124-CAS-546758'],acetonitrile+water,acetonitrile; water,water,acetonitrile+water,
['1-124-CAS-549952'],unknown,acetonitrile; water,water,acetonitrile+water,water
['1-124-CAS-550249'],acetonitrile,acetonitrile,,acetonitrile,methanol+water
['1-124-CAS-547828'],EDTA,methanol; water,methanol+water; methanol,methanol; acetonitrile,acetonitrile+methanol
['1-124-CAS-536997'],,,,,
['1-124-CAS-538662'],,,,,acetonitrile+toluene
['1-124-CAS-534561'],acetonitrile+water,,,,acetonitrile+water
['1-124-CAS-537529'],water,,,ethyl acetate,hexane
['1-124-CAS-534653'],,,,,
['1-124-CAS-535133'],unknown,isopropanol,,isopropanol,acetone+hexane
['1-124-CAS-534667'],,,,dichloromethane+hexane,
['1-120-CAS-535019'],,,,dichloromethane+hexane,
['1-124-CAS-540440'],methanol+water,,,acetonitrile+methanol,
['1-124-CAS-533785'],,,,,
['1-124-CAS-531293'],hexane,hexane,hexane,acetone,acetonitrile+methanol
['1-124-CAS-537265'],,water; methanol,,dichloromethane,acetonitrile
['1-124-CAS-531542'],methanol,,,,
['1-124-CAS-538624'],hexane,,,,acetonitrile+toluene
['1-124-CAS-540954'],,acetone+hexane,,acetone+hexane,ethyl acetate
['1-124-CAS-540349'],,dichloromethane+hexane,,acetone+dichloromethane,hexane
['1-124-CAS-538971'],methanol+water,,,acetic acid+methanol,
['1-124-CAS-539901'],chloroform,hexane,,diethyl ether+hexane; methanol,
['1-124-CAS-535364'],water,methanol; water,water,methanol,water
['1-124-CAS-532826'],water,methanol; water,water,methanol,water
['1-124-CAS-539438'],,water; methanol,,ethyl acetate,
['1-124-CAS-534255'],water,water,,methanol,methanol
['1-124-CAS-534263'],acetonitrile+water,,,,acetonitrile+water
['1-124-CAS-538791'],methanol+water,,,,water
['1-124-CAS-539141'],acetonitrile+water,,methanol+water,methanol,acetonitrile+water
