CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['1-143-CAS-195040'],water,methanol; water,,dichloromethane; methanol,acetonitrile+water
['1-143-CAS-147538'],water,methanol; water,,dichloromethane+methanol,acetonitrile+water
['1-143-CAS-139287'],,methanol; water,,acetonitrile+methanol,
['1-143-CAS-191198'],methanol+water,methanol; water,methanol+water,acetic acid+methanol,methanol
['1-143-CAS-148956'],water,,,butanol,
['1-143-CAS-138982'],unknown,,,hydrochloric acid,
['1-143-CAS-134797'],unknown,,,hydrochloric acid,
['1-143-CAS-93988'],unknown,,,hydrochloric acid,
['1-143-CAS-169166'],,methanol; water,water; methanol+water,methanol,acetonitrile+water
['1-143-CAS-142451'],water,methanol; water; unknown,,acetonitrile+water,
['1-143-CAS-190678'],water,methanol; water,water,methanol,water
['1-143-CAS-131384'],water,methanol; water; unknown,,acetonitrile+water,
['1-143-CAS-155379'],water,methanol; water,water,methanol,methanol+water
['1-143-CAS-98448'],water,methanol; water,water,methanol,methanol+water
['1-143-CAS-161685'],nitric acid,acetone; water,water,,
['1-143-CAS-149299'],water,methanol; water; unknown,,acetonitrile+water,
['1-143-CAS-147217'],water,methanol; water,,acetonitrile+water,
['1-143-CAS-165901'],unknown,methanol; water,water,toluene,methanol
['1-143-CAS-152101'],water,acetonitrile; acetonitrile+water,,dichloromethane,acetonitrile
['1-139-CAS-277266'],,,,,
['1-139-CAS-276796'],,,,,
['1-139-CAS-276476'],,,,,
['1-139-CAS-276331'],,,,,
['1-142-CAS-115717'],,,,nitric acid+water,
['1-142-CAS-155099'],,unknown,,,
['1-143-CAS-32362'],,unknown,,,
['1-142-CAS-57012'],,unknown,,,
['1-139-CAS-211374'],nitric acid,,,,
['1-135-CAS-212147'],,,water,hydrochloric acid,
['1-139-CAS-153844'],acetone+petroleum ether,acetone+petroleum ether,acetone+petroleum ether,acetone+petroleum ether,methanol
['1-143-CAS-102169'],hexane,dichloromethane,methanol,acetonitrile,
['1-142-CAS-204601'],phosphate,,,sulfuric acid,
['1-142-CAS-187843'],phosphate,,,sulfuric acid,
['1-142-CAS-126080'],phosphate,,,sulfuric acid,
['1-142-CAS-91279'],phosphate,,,sulfuric acid,
['1-143-CAS-103210'],hexane,dichloromethane,tetrahydrofuran,acetonitrile,
['1-143-CAS-119198'],water,methanol; water,,dichloromethane+methanol,acetonitrile+water
['1-142-CAS-153050'],water,,water,hydrochloric acid,
['1-143-CAS-120459'],water,methanol; water,water,ethyl acetate+methanol,unknown
['1-143-CAS-106198'],hexane,dichloromethane,,hexane,
['1-143-CAS-113647'],water,methanol; water,methanol+water,acetonitrile,methanol+water
['1-142-CAS-192477'],phosphate,,,phosphate,
['1-134-CAS-331341'],water,water; methanol,,acetone,
['1-142-CAS-214474'],water,,,nitric acid+water,
['1-143-CAS-125575'],water,methanol; water,water,acetone,methanol+water
['1-134-CAS-211036'],dichloromethane+hexane,dichloromethane,,dichloromethane+hexane,acetonitrile
['1-134-CAS-83881'],dichloromethane+hexane,dichloromethane,,dichloromethane+hexane,acetonitrile
['1-143-CAS-104423'],unknown,water,water,nitric acid+water,
['1-124-CAS-163972'],unknown,water,water,nitric acid+water,
['1-119-CAS-187083'],unknown,water,water,nitric acid+water,
['1-119-CAS-99428'],unknown,water,water,nitric acid+water,
['1-142-CAS-246080'],unknown,,water,ethanol,
['1-143-CAS-125190'],water,,,methanol,ammonium acetate
['1-143-CAS-117194'],,hexane; acetone; methanol; water,,methanol,
['1-143-CAS-102649'],,methanol; water,,,
['1-139-CAS-151792'],,,,,water
['1-139-CAS-108265'],,,,,water
['1-134-CAS-227397'],acetonitrile,,,acetonitrile,
['1-142-CAS-173771'],phosphate,,,unknown,
['1-143-CAS-106159'],water,,sodium hydroxide,,
['1-134-CAS-243522'],hexane+toluene,,,hexane+toluene,unknown
['1-143-CAS-128903'],unknown,methanol; water,water,methanol,methanol
['1-143-CAS-79973'],unknown,methanol; water,water,methanol,methanol
['1-135-CAS-228196'],hexane,,hexane,,acetic acid
['1-137-CAS-162160'],water,dichloromethane; methanol; water,water,dichloromethane+methanol,methanol+water
['1-143-CAS-121373'],,,,hydrochloric acid,
['1-124-CAS-177816'],,,,hydrochloric acid,
['1-139-CAS-176345'],,,,,water
['1-139-CAS-136782'],,,,,water
['1-139-CAS-121771'],,,,,water
['1-139-CAS-188243'],,,,,water
['1-139-CAS-172032'],,,,,water
['1-139-CAS-120958'],,,,,water
['1-139-CAS-168809'],,,,ethyl acetate,ethyl acetate
['1-134-CAS-244146'],,methanol; water,,methanol,methanol
['1-134-CAS-328715'],hexane,,,ethyl acetate+hexane,methanol+water
['1-134-CAS-328533'],hexane,,,ethyl acetate+hexane,methanol+water
['1-134-CAS-328458'],hexane,,,ethyl acetate+hexane,methanol+water
['1-134-CAS-328091'],hexane,,,ethyl acetate+hexane,methanol+water
['1-134-CAS-327378'],hexane,,,ethyl acetate+hexane,methanol+water
['1-134-CAS-326638'],hexane,,,ethyl acetate+hexane,methanol+water
['1-139-CAS-171309'],,methanol; water,water,methanol,acetonitrile+oxalic acid
['1-139-CAS-27025'],,methanol; water,water,methanol,acetonitrile+oxalic acid
['1-143-CAS-106608'],,water,,hydrochloric acid,
['1-134-CAS-310615'],acetone+petroleum ether,petroleum ether,,,hexane
['1-134-CAS-307352'],acetone+petroleum ether,petroleum ether,,,hexane
['1-142-CAS-207760'],hydrochloric acid,,,nitric acid+water,
['1-142-CAS-156225'],hydrochloric acid,,,nitric acid+water,
['1-142-CAS-54908'],hydrochloric acid,,,nitric acid+water,
['1-134-CAS-205500'],,acetonitrile; water,acetonitrile+water,acetonitrile,
['1-143-CAS-104107'],,methanol; water,,acetonitrile+methanol,acetonitrile+water
['1-143-CAS-43970'],,methanol; water,,acetonitrile+methanol,acetonitrile+water
['1-143-CAS-106021'],ethanol+water,,,acetonitrile,
['1-142-CAS-152450'],water,,nitric acid,nitric acid,
['1-139-CAS-134885'],methanol+water; acetonitrile,methanol; water,,methanol; ethyl acetate,methanol+water
['1-143-CAS-127591'],water,methanol; water; unknown,,acetonitrile+water,
['1-142-CAS-247743'],water,,,hydrochloric acid,
['1-139-CAS-328352'],unknown,methanol; unknown,dichloromethane; methanol+water; water,,methanol
['1-134-CAS-246417'],water,acetonitrile; water,water,dichloromethane; acetone+cyclohexane,
['1-135-CAS-213497'],,acetonitrile,methanol; acetone,hexane+isopropanol,
['1-143-CAS-113680'],water,,,water,
['1-143-CAS-116367'],acetonitrile+water,dichloromethane; acetonitrile; water,methanol+water,dichloromethane,acetonitrile+dichloromethane
['1-143-CAS-125790'],methanol+water,methanol; water,methanol+water,methanol,methanol+water
['1-135-CAS-433188'],,unknown,dichloromethane; dichloromethane+ethanol,dichloromethane,unknown
['1-139-CAS-331730'],isopropanol+phosphate,dichloromethane+diethyl ether; acetone,,dichloromethane+diethyl ether,dichloromethane+diethyl ether
['1-135-CAS-128659'],acetonitrile,methanol; unknown; hydrochloric acid,,unknown; hydrochloric acid; methanol,methanol
['1-132-CAS-225889'],,,,,
['1-132-CAS-266149'],,,,methanol,
['1-132-CAS-265793'],,,,methanol,
['1-132-CAS-176282'],unknown,,,water; methanol,methanol
['1-132-CAS-226929'],,,,dichloromethane,
['1-132-CAS-174053'],water,methanol; water,water,acetonitrile,
['1-132-CAS-210006'],unknown,methanol; unknown,unknown,methanol,
['1-132-CAS-160621'],water,methanol; water,water,ethanol,
['1-132-CAS-143776'],unknown,methanol; unknown,unknown,methanol,
['1-132-CAS-163766'],water,methanol; unknown,unknown,acetonitrile,
['1-132-CAS-300775'],,,,,
['1-124-CAS-306113'],,,,,
['1-124-CAS-303797'],,,,,
['1-124-CAS-302710'],,,,,
['1-132-CAS-195314'],unknown,,,water; methanol,methanol
['1-132-CAS-144306'],ethanol+water,,,acetonitrile,
['1-134-CAS-131721'],,acetonitrile+toluene,,acetonitrile+toluene,acetonitrile+formic acid
['1-134-CAS-182827'],,acetonitrile+toluene,,acetonitrile+toluene,acetonitrile+formic acid
['1-132-CAS-185177'],unknown,ethyl acetate; methanol; water,water,acetonitrile,
['1-132-CAS-72830'],unknown,ethyl acetate; methanol; water,water,acetonitrile,
['1-132-CAS-64716'],unknown,ethyl acetate; methanol; water,water,acetonitrile,
['1-132-CAS-315411'],,ethanol; methanol,,acetonitrile,water
['1-132-CAS-315381'],,ethanol; methanol,,methanol,water
['1-132-CAS-158208'],water,methanol; water,water,acetone,dichloromethane
['1-132-CAS-236558'],methanol+water,acetic acid+methanol; methanol+water,methanol+water,acetonitrile,
['1-134-CAS-127443'],acetonitrile,,,dichloromethane+hexane,
['1-132-CAS-227704'],unknown,,,,
['1-132-CAS-220731'],water,methanol; water,,water,
['1-132-CAS-239660'],methanol+water,acetic acid+methanol; methanol+water,methanol+water,acetonitrile,
['1-132-CAS-220934'],methanol+water,acetic acid+methanol; methanol+water,methanol+water,acetonitrile,
['1-132-CAS-219660'],methanol+water,acetic acid+methanol; methanol+water,methanol+water,acetonitrile,
['1-132-CAS-214347'],methanol+water,acetic acid+methanol; methanol+water,methanol+water,acetonitrile,
['1-134-CAS-166072'],dichloromethane+hexane,dichloromethane,,dichloromethane+hexane,acetonitrile
['1-134-CAS-169040'],hexane,dichloromethane+hexane; hexane,,hexane; dichloromethane+hexane,
['1-134-CAS-113082'],hexane,dichloromethane+hexane; hexane,,hexane; dichloromethane+hexane,
['1-134-CAS-106105'],hexane,dichloromethane+hexane; hexane,,hexane; dichloromethane+hexane,
['1-132-CAS-311314'],water,,water,ethanol; unknown,
['1-132-CAS-210762'],ethanol+water,,,acetonitrile,
['1-132-CAS-314752'],,ethanol+methanol,,hexane,water
['1-132-CAS-316219'],,ethanol+methanol,,water,water
['1-132-CAS-334818'],unknown,methanol; water,water,methanol,acetonitrile+phosphoric acid
['1-132-CAS-312524'],,ethanol; methanol,,nitric acid,water
['1-132-CAS-315154'],,ethanol; methanol,,chloroform,water
['1-132-CAS-243121'],methanol+water,acetic acid+methanol; methanol+water,water,acetonitrile,
['1-132-CAS-190005'],ethanol+water,,,acetonitrile,
['1-132-CAS-307465'],,,water,ethanol,unknown
['1-132-CAS-227875'],methanol+water,acetic acid+methanol; methanol+water,methanol+water,methanol,
['1-132-CAS-246901'],methanol,,,methanol,methanol
['1-132-CAS-216955'],methanol,,,methanol,methanol
['1-132-CAS-144519'],water,methanol; water,water; methanol+water,acetonitrile,
['1-132-CAS-314195'],,ethanol; methanol,,water,water
['1-134-CAS-127165'],water,methanol; acetonitrile; water,water,acetonitrile; water,
['1-132-CAS-195122'],ethanol+water,,,acetonitrile,
['1-132-CAS-315757'],water,methanol; water,acetic acid+ammonium acetate,methanol,
['1-132-CAS-257006'],,methanol; water,water,methanol+water,water
['1-132-CAS-314711'],,ethanol; methanol,,water,water
['1-132-CAS-131814'],hexane,hexane,,hexane,hexane
['1-132-CAS-191814'],ethanol+water,,,acetonitrile,
['1-132-CAS-327840'],acetone+water,cyclohexane,methanol; water,cyclohexane,
['1-134-CAS-144559'],ethyl acetate+hexane,ethyl acetate; ethyl acetate+hexane,,ethyl acetate+hexane,ethyl acetate
['1-132-CAS-182549'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-312647'],water,methanol; water,acetic acid+ammonium acetate,methanol,
['1-132-CAS-316338'],acetonitrile,methanol; water,unknown,methanol,
['1-132-CAS-187663'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate,
['1-132-CAS-205267'],,ethyl acetate; methanol; water,water,methanol; ethyl acetate,
['1-132-CAS-199453'],,ethyl acetate; methanol; water,water,methanol; ethyl acetate,
['1-132-CAS-200593'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-200207'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-176935'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-156954'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-150438'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-143539'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-138962'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-100460'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-80143'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-132-CAS-170686'],hexane,ethyl acetate; methanol; water,methanol+water,dichloromethane+hexane,
['1-132-CAS-312239'],dichloromethane,dichloromethane,,dichloromethane,
['1-132-CAS-142003'],water,methanol; water,water; methanol+water,methanol,
['1-132-CAS-183449'],unknown,,water; methanol+water; dichloromethane,MTBE,acetonitrile+water
['1-132-CAS-136276'],hexane,ethyl acetate; methanol; water,methanol+water,ethyl acetate+hexane,
['1-127-CAS-123179'],,,,,
['1-131-CAS-256818'],,methanol,,,
['1-131-CAS-255794'],,methanol,,,
['1-131-CAS-220335'],,,,,
['1-131-CAS-196663'],,,,water,
['1-101-CAS-77505'],,,,water,
['1-131-CAS-229969'],,,,methanol,water
['1-131-CAS-214107'],water,methanol; water,,water,
['1-131-CAS-184340'],methanol+water,methanol; water,water,methanol,methanol+water
['1-132-CAS-114395'],ethanol+water,,,acetonitrile,
['1-131-CAS-245916'],water,methanol; water,,water,
['1-130-CAS-315155'],hydrochloric acid,hydrochloric acid; unknown; water,hydrochloric acid,hydrochloric acid; unknown,nitric acid
['1-132-CAS-105700'],water,methanol; water,water,acetone,dichloromethane
['1-131-CAS-202161'],methanol+water,methanol; water,methanol+water,methanol+water,
['1-131-CAS-128771'],methanol+water,methanol; water,methanol+water,methanol+water,
['1-131-CAS-214104'],water,methanol; water,,methanol+water,
['1-131-CAS-230662'],water,methanol; water,water; methanol,methanol+water,acetonitrile+water
['1-127-CAS-178581'],water,,,nitric acid,
['1-143-CAS-44442'],water,,,nitric acid,
['1-131-CAS-117265'],ethanol,,water,methanol,acetonitrile+water
['1-131-CAS-307485'],water,,,sodium hydroxide,
['1-131-CAS-241604'],cyclohexane,methanol; cyclohexane,cyclohexane+ethanol,ethanol,
['1-131-CAS-234415'],cyclohexane,methanol; cyclohexane,cyclohexane+ethanol,ethanol,
['1-131-CAS-237509'],cyclohexane,methanol; acetic acid+cyclohexane,cyclohexane+ethanol,ethanol,
['1-131-CAS-329257'],methanol+water,,,,
['1-131-CAS-213636'],cyclohexane,methanol; cyclohexane,tetrahydrofuran,ethanol,
['1-130-CAS-259168'],,,,hydrochloric acid; nitric acid+water,
['1-132-CAS-112076'],ethanol+water,,,acetonitrile,
['1-131-CAS-247098'],cyclohexane,methanol; cyclohexane,acetone,ethanol,
['1-125-CAS-258318'],water,methanol; water,water,methanol,water
['1-131-CAS-308375'],water,,,sodium hydroxide,
['1-131-CAS-255794'],methanol,,methanol+water,methanol,
['1-125-CAS-235768'],unknown,methanol; water; unknown,unknown,acetic acid+methanol,unknown
['1-125-CAS-218467'],phosphate,methanol; water; phosphate,water; phosphate; methanol,dichloromethane+isopropanol,methanol+water
['1-131-CAS-227925'],cyclohexane,methanol; ethyl acetate,cyclohexane+ethanol,ethanol,
['1-131-CAS-233704'],acetic acid+water,water,water,acetone+water,methanol
['1-131-CAS-218162'],water,methanol; water,,methanol+water,
['1-131-CAS-216324'],cyclohexane,methanol; cyclohexane,cyclohexane+ethanol,ethanol,
['1-131-CAS-179681'],water,,water,phosphate,
['1-131-CAS-342616'],methanol+water,,,methanol+water,
['1-131-CAS-200496'],water,methanol; water,water,methanol,
['1-125-CAS-326269'],phosphate,,water; phosphate; hexane; methanol,ethyl acetate+hexane; ammonium hydroxide+dichloromethane,
['1-131-CAS-328116'],water,,acetone+water,acetic acid+water,
['1-125-CAS-199693'],water,methanol; water,water; methanol,methanol,acetonitrile+water
['1-131-CAS-312712'],,ethanol+methanol,,acetonitrile; water,water
['1-131-CAS-328049'],water,,acetone+water,hydrochloric acid+water,
['1-125-CAS-327854'],phosphate,,water; phosphate; hexane; methanol,ethyl acetate+hexane; ammonium hydroxide+dichloromethane,unknown
['1-125-CAS-327123'],water,methanol; water,water,acetonitrile+methanol; chloroform,methanol
['1-131-CAS-330578'],water,,acetone+water,trifluoroacetic acid+water,
['1-132-CAS-101360'],water,methanol; water,water,methanol,water
['1-125-CAS-328614'],water,methanol; water,water,acetonitrile+methanol; chloroform,methanol
['1-131-CAS-217826'],water,methanol; water,water; methanol,methanol+water,acetonitrile+water
['1-131-CAS-149463'],water,methanol; water,water,methanol+water,methanol+water
['1-131-CAS-334179'],,acetic acid+methanol; water; methanol,water; methanol+water; acetone+chloroform,acetic acid+ethanol,methanol
['1-130-CAS-215306'],unknown,,,water; hydrochloric acid,
['1-125-CAS-329806'],,acetonitrile; unknown,unknown; water,ethyl acetate+hexane,unknown
['1-125-CAS-327607'],,acetonitrile; unknown,unknown; water,ethyl acetate+hexane,unknown
['1-132-CAS-104261'],hexane,ethyl acetate; methanol; water,methanol+water,hexane,
['1-125-CAS-194569'],sodium acetate,methanol; sodium acetate,hydrochloric acid; methanol,unknown,ammonium formate
['1-125-CAS-439405'],phosphate,,water; hydrochloric acid; unknown; methanol; ethyl acetate,ammonium hydroxide+dichloromethane,
['1-132-CAS-103175'],ammonium formate,methanol; water,methanol+water; methanol,methanol,methanol+water
['1-125-CAS-228618'],water,methanol; water,water; hydrochloric acid,methanol; methanol+water,acetonitrile+water
['1-125-CAS-185671'],unknown,methanol; phosphate,phosphate,methanol,acetonitrile+water
['1-125-CAS-99899'],unknown,methanol; phosphate,phosphate,methanol,acetonitrile+water
['1-132-CAS-131011'],methanol+water,methanol; water,methanol+water,methanol,methanol+water
['1-125-CAS-439892'],phosphate,,water; hydrochloric acid; unknown; methanol; ethyl acetate,,
['1-124-CAS-231876'],,,,,
['1-124-CAS-227346'],dichloromethane+hexane,,,,
['1-124-CAS-225042'],dichloromethane+hexane,,,,
['1-124-CAS-303797'],,,,,
['1-124-CAS-301147'],,,,,methanol+water
['1-124-CAS-309106'],water,,water,,
['1-124-CAS-247152'],,,,,ethyl acetate
['1-124-CAS-235224'],dichloromethane+hexane,,,,
['1-124-CAS-314040'],acetone,hexane,,acetone+dichloromethane,acetone
['1-124-CAS-329368'],unknown,water; ethanol; ethanol+water,,ethanol+water,
['1-124-CAS-329080'],unknown,water; ethanol; ethanol+water,,ethanol+water,
['1-124-CAS-330900'],methanol+water,,,,
['1-124-CAS-237087'],unknown,methanol; ethanol+water,ethanol+water,acetonitrile,
['1-124-CAS-221296'],water,methanol; water,,dichloromethane,
['1-124-CAS-330152'],methanol+water,,,,
['1-125-CAS-136113'],unknown,methanol; phosphate,water; phosphate; methanol,acetone+chloroform; unknown; ammonium hydroxide+ethyl acetate; ammonium hydroxide+dichloromethane,methanol+water
